spec,N,N_g,N_clust,g_min,g_avg,g_max,rank,zrank,zrank_nl,steps,twostep,chi2_J,chi2_J_u,overid_df,chi2_J_p,chi2_J_u_p
fod_diff_endog_x_twostep,1248,96,96,13,13,13,3,5,0,2,1,9.125329349119525,7.158158479743374,2,.0104342180710234,.0279013769068744
