spec,native_nobs,native_n_instruments,native_backend,native_covariance_type,native_instrument_names,native_hansen_p,native_ar1_p,native_ar2_p,native_j_stat,native_hansen_j_stat,native_sargan_j_stat,native_overid_df,native_hansen_j_error,native_chi2_J_u,native_p_J_u,native_has_constant_param,dep_gmm_variable_used,windmeijer,native_n_groups,native_rank,native_zrank,native_df_J,native_j_p,native_j_raw,native_j_times_rank,native_j_times_zrank,native_j_times_df,native_j_times_rank_plus_zrank_minus_df,native_j_times_6
fod_diff_predet_x_onestep,1152,5,native-gmm,robust-clustered-one-step,D:y:L1;D:x:L0;D:x:L1;D:iv:w;D:y:L2,,0.5641387884638744,0.0013283714968907244,1.4470891757746414,9.814737717633086,1.4470891757746414,2,,9.814737717633086,0.007391911930951987,False,y,False,96,3,5,2,0.48502997400249626,1.4470891757746414,4.341267527323924,7.235445878873207,2.8941783515492827,8.682535054647849,8.682535054647849
