target,status,dep_gmm_variable,y_min_lag,y_max_lag,x_min_lag,x_max_lag,w_iv_eq,covariance_type,nobs,n_instruments,instrument_names,matched_terms,max_abs_coef_diff,mean_abs_coef_diff,max_abs_se_diff,mean_abs_se_diff
fod_diff_endog_x_twostep,OK,y,1,2,2,3,diff,robust-clustered-two-step-uncorrected,1056,5,D:y:L1;D:y:L2;D:x:L2;D:iv:w;D:x:L3,3,0.1938987151227769,0.08842269560141576,0.284353377301518,0.11276264347586214
fod_diff_endog_x_twostep,OK,y,1,2,2,3,none,robust-clustered-two-step-uncorrected,1056,5,D:y:L1;D:y:L2;D:x:L2;D:iv:w;D:x:L3,3,0.1938987151227769,0.08842269560141576,0.284353377301518,0.11276264347586214
fod_diff_endog_x_twostep,OK,y,2,3,0,1,diff,robust-clustered-two-step-uncorrected,1056,5,D:y:L2;D:x:L0;D:x:L1;D:iv:w;D:y:L3,3,0.23926906334744147,0.09347123974292927,0.4945618809561728,0.18495208673217567
fod_diff_endog_x_twostep,OK,y,2,3,0,1,none,robust-clustered-two-step-uncorrected,1056,5,D:y:L2;D:x:L0;D:x:L1;D:iv:w;D:y:L3,3,0.23926906334744147,0.09347123974292927,0.4945618809561728,0.18495208673217567
fod_diff_endog_x_twostep,OK,y,2,3,1,2,diff,robust-clustered-two-step-uncorrected,1056,5,D:y:L2;D:x:L1;D:x:L2;D:iv:w;D:y:L3,3,0.3466417361370273,0.12952670263306595,0.17870644237611655,0.0761908042655528
fod_diff_endog_x_twostep,OK,y,2,3,1,2,none,robust-clustered-two-step-uncorrected,1056,5,D:y:L2;D:x:L1;D:x:L2;D:iv:w;D:y:L3,3,0.3466417361370273,0.12952670263306595,0.17870644237611655,0.0761908042655528
fod_diff_endog_x_twostep,OK,y,2,3,2,3,diff,robust-clustered-two-step-uncorrected,1056,5,D:y:L2;D:x:L2;D:iv:w;D:y:L3;D:x:L3,3,0.04091532428851724,0.019648169911715585,0.1702234667068251,0.07805073687754507
fod_diff_endog_x_twostep,OK,y,2,3,2,3,none,robust-clustered-two-step-uncorrected,1056,5,D:y:L2;D:x:L2;D:iv:w;D:y:L3;D:x:L3,3,0.04091532428851724,0.019648169911715585,0.1702234667068251,0.07805073687754507
fod_diff_endog_x_twostep,OK,L1.y,0,1,0,1,diff,robust-clustered-two-step-uncorrected,1056,5,D:L1.y:L0;D:L1.y:L1;D:x:L0;D:x:L1;D:iv:w,3,0.24200412253477654,0.09248988791545844,0.4947198617683843,0.18502164740195792
fod_diff_endog_x_twostep,OK,L1.y,0,1,0,1,none,robust-clustered-two-step-uncorrected,1056,5,D:L1.y:L0;D:L1.y:L1;D:x:L0;D:x:L1;D:iv:w,3,0.24200412253477654,0.09248988791545844,0.4947198617683843,0.18502164740195792
fod_diff_endog_x_twostep,OK,L1.y,0,1,1,2,diff,robust-clustered-two-step-uncorrected,1056,5,D:L1.y:L0;D:L1.y:L1;D:x:L1;D:x:L2;D:iv:w,3,0.8099475757307883,0.30078708033595447,0.027736797389136248,0.012051373788463743
fod_diff_endog_x_twostep,OK,L1.y,0,1,1,2,none,robust-clustered-two-step-uncorrected,1056,5,D:L1.y:L0;D:L1.y:L1;D:x:L1;D:x:L2;D:iv:w,3,0.8099475757307883,0.30078708033595447,0.027736797389136248,0.012051373788463743
fod_diff_endog_x_twostep,OK,L1.y,0,1,2,3,diff,robust-clustered-two-step-uncorrected,1056,5,D:L1.y:L0;D:L1.y:L1;D:x:L2;D:iv:w;D:x:L3,3,0.1938987151227769,0.08842269560141576,0.284353377301518,0.11276264347586214
fod_diff_endog_x_twostep,OK,L1.y,0,1,2,3,none,robust-clustered-two-step-uncorrected,1056,5,D:L1.y:L0;D:L1.y:L1;D:x:L2;D:iv:w;D:x:L3,3,0.1938987151227769,0.08842269560141576,0.284353377301518,0.11276264347586214
fod_diff_endog_x_twostep,OK,L1.y,1,2,0,1,diff,robust-clustered-two-step-uncorrected,1056,5,D:L1.y:L1;D:x:L0;D:x:L1;D:iv:w;D:L1.y:L2,3,0.23926906334744147,0.09347123974292927,0.4945618809561728,0.18495208673217567
fod_diff_endog_x_twostep,OK,L1.y,1,2,0,1,none,robust-clustered-two-step-uncorrected,1056,5,D:L1.y:L1;D:x:L0;D:x:L1;D:iv:w;D:L1.y:L2,3,0.23926906334744147,0.09347123974292927,0.4945618809561728,0.18495208673217567
fod_diff_endog_x_twostep,OK,L1.y,1,2,1,2,diff,robust-clustered-two-step-uncorrected,1056,5,D:L1.y:L1;D:x:L1;D:x:L2;D:iv:w;D:L1.y:L2,3,0.3466417361370273,0.12952670263306595,0.17870644237611655,0.0761908042655528
fod_diff_endog_x_twostep,OK,L1.y,1,2,1,2,none,robust-clustered-two-step-uncorrected,1056,5,D:L1.y:L1;D:x:L1;D:x:L2;D:iv:w;D:L1.y:L2,3,0.3466417361370273,0.12952670263306595,0.17870644237611655,0.0761908042655528
fod_diff_endog_x_twostep,OK,L1.y,1,2,2,3,diff,robust-clustered-two-step-uncorrected,1056,5,D:L1.y:L1;D:x:L2;D:iv:w;D:L1.y:L2;D:x:L3,3,0.04091532428851724,0.019648169911715585,0.1702234667068251,0.07805073687754507
fod_diff_endog_x_twostep,OK,L1.y,1,2,2,3,none,robust-clustered-two-step-uncorrected,1056,5,D:L1.y:L1;D:x:L2;D:iv:w;D:L1.y:L2;D:x:L3,3,0.04091532428851724,0.019648169911715585,0.1702234667068251,0.07805073687754507
fod_diff_endog_x_twostep,OK,L1.y,2,3,0,1,diff,robust-clustered-two-step-uncorrected,1056,5,D:x:L0;D:x:L1;D:iv:w;D:L1.y:L2;D:L1.y:L3,3,0.24030327940852392,0.09878302480678586,0.49447899356220376,0.18483853162596695
fod_diff_endog_x_twostep,OK,L1.y,2,3,0,1,none,robust-clustered-two-step-uncorrected,1056,5,D:x:L0;D:x:L1;D:iv:w;D:L1.y:L2;D:L1.y:L3,3,0.24030327940852392,0.09878302480678586,0.49447899356220376,0.18483853162596695
fod_diff_endog_x_twostep,OK,L1.y,2,3,1,2,diff,robust-clustered-two-step-uncorrected,1056,5,D:x:L1;D:x:L2;D:iv:w;D:L1.y:L2;D:L1.y:L3,3,0.24341900972994912,0.08439284647194044,0.22347791706025727,0.08647028966064167
fod_diff_endog_x_twostep,OK,L1.y,2,3,1,2,none,robust-clustered-two-step-uncorrected,1056,5,D:x:L1;D:x:L2;D:iv:w;D:L1.y:L2;D:L1.y:L3,3,0.24341900972994912,0.08439284647194044,0.22347791706025727,0.08647028966064167
fod_diff_endog_x_twostep,OK,L1.y,2,3,2,3,diff,robust-clustered-two-step-uncorrected,1056,5,D:x:L2;D:iv:w;D:L1.y:L2;D:x:L3;D:L1.y:L3,3,0.29827872459529914,0.1264183339927213,0.1957225444476255,0.09005029361529061
fod_diff_endog_x_twostep,OK,L1.y,2,3,2,3,none,robust-clustered-two-step-uncorrected,1056,5,D:x:L2;D:iv:w;D:L1.y:L2;D:x:L3;D:L1.y:L3,3,0.29827872459529914,0.1264183339927213,0.1957225444476255,0.09005029361529061
