model,term,coef,std_err,z,p_value
difference_gmm,x_pred,0.26565291048158607,0.22316455903103843,1.1903902287846622,0.23389305174549146
difference_gmm,x_exog,0.25099959274497413,0.04470606228636727,5.614441977403014,1.9719758388713554e-08
difference_gmm,L1_y,0.7113802428597247,0.264948670435193,2.684973816593391,0.007253548842563022
