software_ref,term_ref,coefficient_ref,std_error_ref,p_value_ref,term_norm,software_sgk,term_sgk,coefficient_sgk,std_error_sgk,p_value_sgk,_merge,abs_coef_diff,abs_se_diff
linearmodels,L1_y,1.022956236504805,0.021408574571889022,0.0,L1_y,systemgmmkit,L1_y,1.0229562365048053,0.021453315633379634,0.0,both,2.220446049250313e-16,4.474106149061213e-05
linearmodels,const,0.06139150833219276,0.033514509041721506,0.06698286570305756,const,systemgmmkit,const,0.06139150833219169,0.033584549889365406,0.06755423888430356,both,1.0685896612017132e-15,7.00408476438999e-05
linearmodels,x_exog,0.24958698571235277,0.028919802428475617,0.0,x_exog,systemgmmkit,x_exog,0.24958698571235302,0.028980240952974454,7.159931207433567e-18,both,2.498001805406602e-16,6.043852449883619e-05
linearmodels,x_pred,-0.5080345721786508,0.1819929451167103,0.005246323001888875,x_pred,systemgmmkit,x_pred,-0.5080345721786573,0.18237328606472536,0.005341470989132118,both,6.5503158452884236e-15,0.00038034094801506213
