software,term,coefficient,std_error,p_value,term_norm
linearmodels,const,0.06139150833219276,0.033514509041721506,0.06698286570305756,const
linearmodels,L1_y,1.022956236504805,0.021408574571889022,0.0,L1_y
linearmodels,x_exog,0.24958698571235277,0.028919802428475617,0.0,x_exog
linearmodels,x_pred,-0.5080345721786508,0.1819929451167103,0.005246323001888875,x_pred
