model,function,n_values,mean,std,min,max,status
systemgmmkit_run_pooled_ols_spec,fitted_values,547,0.5405610030838548,0.27224796761762154,0.010101010101009326,1.0000000000000009,PASS
systemgmmkit_run_pooled_ols_spec,residuals,547,1.5893809222217485e-16,9.519270945557599e-16,-3.3306690738754696e-15,4.11823353196894e-15,PASS
systemgmmkit_run_pooled_ols_spec,predict,547,0.5405610030838548,0.27224796761762154,0.010101010101009326,1.0000000000000009,PASS
