model,N,groups,instruments,hansen_stat,hansen_p,sargan_stat,sargan_p,ar1_stat,ar1_p,ar2_stat,ar2_p
Difference GMM,960,120,,5,,.6974222676215176,.705596923928544,-3.141033735958768,.0016835263867429,-.4442369788938778,.6568712594645664
System GMM,960,120,,5,,.6974222676215176,.705596923928544,-3.141033735958768,.0016835263867429,-.4442369788938778,.6568712594645664
