model,term,coefficient,std_error,z_value,p_value
Difference GMM,x_pred,.2486761463195476,.2546396861718789,.9765804775289191,.3287768879745338
Difference GMM,x_exog,.2535230964039004,.0519268014604792,4.88231682432536,1.04846619643e-06
Difference GMM,l1_y,.733183220972359,.3111350374421719,2.3564791255907,.0184491045214512
