model,term,coefficient,std_error,z_value,p_value
System GMM,x_pred,.0558768701385088,.1379059953120166,.4051808626019898,.6853445710441475
System GMM,x_exog,.2423543265525582,.0196909117074162,12.30792815252326,8.21038504766e-35
System GMM,l1_y,.9292107924682041,.0422930627627494,21.97076143860236,5.4841436748e-107
System GMM,const,.1294962326408661,.0350864364304821,3.69077757148239,.0002235695749064
