spec,stata_nobs,stata_n_groups,stata_n_instruments,stata_hansen,stata_hansen_p,stata_hansen_df,stata_sargan,stata_sargan_p,stata_sargan_df,stata_ar1_z,stata_ar1_p,stata_ar2_z,stata_ar2_p,stata_reported_date,stata_reported_time,stata_version,xtabond2_e_version,xtabond2_ado_header
system_gmm_three_way_controls,1248,96,16,14.85239667747326,.021436332137925,6,30.14603089318639,.0000368735654963,6,-7.219560545286142,5.21558436395e-13,-.0127805784362454,.9898028513941344,31 Jul 2024,08:06:21,17,03.07.00,*! xtabond2 3.7.2 9 February 2025
