spec,status,n_params_native,n_params_stata,max_abs_coef_diff,mean_abs_coef_diff,max_rel_se_diff,mean_rel_se_diff
system_gmm_three_way_controls,COMPARISON_GENERATED,10,10,3.6637359812630166e-15,1.1324274851176596e-15,2.6326794585641684e-06,2.632679446907595e-06
