b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,row_id
.4846154127412725,.6471158245297108,.1197045950263706,.2552716933952229,.0441820897109559,-.0446611168279232,.434348556896942,-.1089657486913568,-.2801361785900748,-.0335269034341996,1
