n_rows,max_abs_diff,mean_abs_diff,rmse,corr,best_scalar_alpha_stata_over_native,max_abs_diff_after_best_scalar,mean_abs_diff_after_best_scalar,u_at_stata_b_norm,ze_at_stata_b_norm,stata_ze_norm
8,114.0933483902189,63.16317433644767,72.2996846335665,0.06553056020009154,0.04422986865681032,74.0015864360723,34.16588120927853,71.04676015785049,175.41647330893855,117.3414047434229
