spec,stata_nobs,stata_n_groups,stata_n_instruments,stata_hansen_p,stata_sargan_p,stata_ar1,stata_ar1_p,stata_ar2,stata_ar2_p
system_gmm_fd_onestep_baseline_controls,1248,96,8,.15998019,.08791548,-1.6870008,.091603205,-.20655307,.8363589
