Z_rows,Z_cols,X_rows,X_cols,y_rows,u_rows,Ze_rows,Ze_cols,W_rows,W_cols,native_j_stat,native_hansen_j_stat,native_sargan_j_stat,native_overid_df,native_ztu_norm,native_w_norm
2400,8,2400,4,2400,2400,8,1,8,8,,5.640060887593337,605.1181727900897,4,117.34140269269965,1.0207025587517662
