spec,stata_nobs,stata_n_groups,stata_n_instruments,stata_hansen,stata_hansen_p,stata_hansen_df,stata_sargan,stata_sargan_p,stata_sargan_df,stata_ar1_z,stata_ar1_p,stata_ar2_z,stata_ar2_p,stata_reported_date,stata_reported_time,stata_version,xtabond2_e_version,xtabond2_ado_header
system_gmm_baseline_controls,1248,96,8,6.577371443370416,.1599801723461093,4,8.101914706118501,.0879154648526554,4,-1.751556229776131,.0798501445028922,-.1665994031545328,.8676852633490683,31 Jul 2024,08:06:18,17,03.07.00,*! xtabond2 3.7.2 9 February 2025
