spec,nobs,n_instruments,n_params,overid_df,residual_norm,residual_ss,params,instrument_names,hansen_p,sargan_p,ar1_p,ar2_p,spec,stata_nobs,stata_n_groups,stata_n_instruments,stata_hansen,stata_hansen_df,stata_hansen_p,stata_sargan,stata_sargan_df,stata_sargan_p,stata_ar1,stata_ar1_p,stata_ar2,stata_ar2_p
system_gmm_baseline_controls,1248,8,4,4,98.19707636416624,9642.665806469897,L1.y;x;w;_con,D:y:L2;D:y:L3;D:x:L2;D:x:L3;IV:w;L:diff:y:L1;L:diff:x:L1;L:constant,5.913957508132905e-31,5.913957508132905e-31,1.645923021644292e-58,0.9805154194495336,system_gmm_baseline_controls,1248,96,8,6.5773711,4,0.15998019,8.1019144,4,0.08791548,-1.7515563,0.079850145,-0.16659921,0.86768544
