scale_name,scale,scaled_j,target_xtabond2_hansen,abs_diff
match_target_J,0.04449025515578166,6.5773711,6.5773711,0.0
match_A2_norm,0.013568876511276806,2.006001896645514,6.5773711,4.571369203354486
divide_by_groups_96,0.010416666666666666,1.5399840268788163,6.5773711,5.037387073121184
divide_by_nobs_1248,0.0008012820512820513,0.11846030975990894,6.5773711,6.458910790240091
divide_by_stacked_rows_2400,0.0004166666666666667,0.06159936107515266,6.5773711,6.515771738924847
none,1.0,147.83846658036637,6.5773711,141.26109548036638
