entity,time,equation,original_index,error_terms
24,13,level,349,{13: 1.0}
25,2,diff,352,"{2: 1.0, 1: -1.0}"
25,3,diff,353,"{3: 1.0, 2: -1.0}"
25,4,diff,354,"{4: 1.0, 3: -1.0}"
25,5,diff,355,"{5: 1.0, 4: -1.0}"
25,6,diff,356,"{6: 1.0, 5: -1.0}"
25,7,diff,357,"{7: 1.0, 6: -1.0}"
25,8,diff,358,"{8: 1.0, 7: -1.0}"
25,9,diff,359,"{9: 1.0, 8: -1.0}"
25,10,diff,360,"{10: 1.0, 9: -1.0}"
25,11,diff,361,"{11: 1.0, 10: -1.0}"
25,12,diff,362,"{12: 1.0, 11: -1.0}"
25,13,diff,363,"{13: 1.0, 12: -1.0}"
25,1,level,351,{1: 1.0}
25,2,level,352,{2: 1.0}
25,3,level,353,{3: 1.0}
25,4,level,354,{4: 1.0}
25,5,level,355,{5: 1.0}
25,6,level,356,{6: 1.0}
25,7,level,357,{7: 1.0}
25,8,level,358,{8: 1.0}
25,9,level,359,{9: 1.0}
25,10,level,360,{10: 1.0}
25,11,level,361,{11: 1.0}
25,12,level,362,{12: 1.0}
25,13,level,363,{13: 1.0}
26,2,diff,366,"{2: 1.0, 1: -1.0}"
26,3,diff,367,"{3: 1.0, 2: -1.0}"
26,4,diff,368,"{4: 1.0, 3: -1.0}"
26,5,diff,369,"{5: 1.0, 4: -1.0}"
26,6,diff,370,"{6: 1.0, 5: -1.0}"
26,7,diff,371,"{7: 1.0, 6: -1.0}"
26,8,diff,372,"{8: 1.0, 7: -1.0}"
26,9,diff,373,"{9: 1.0, 8: -1.0}"
26,10,diff,374,"{10: 1.0, 9: -1.0}"
26,11,diff,375,"{11: 1.0, 10: -1.0}"
26,12,diff,376,"{12: 1.0, 11: -1.0}"
26,13,diff,377,"{13: 1.0, 12: -1.0}"
26,1,level,365,{1: 1.0}
26,2,level,366,{2: 1.0}
26,3,level,367,{3: 1.0}
26,4,level,368,{4: 1.0}
26,5,level,369,{5: 1.0}
26,6,level,370,{6: 1.0}
26,7,level,371,{7: 1.0}
26,8,level,372,{8: 1.0}
26,9,level,373,{9: 1.0}
26,10,level,374,{10: 1.0}
26,11,level,375,{11: 1.0}
26,12,level,376,{12: 1.0}
26,13,level,377,{13: 1.0}
27,2,diff,380,"{2: 1.0, 1: -1.0}"
27,3,diff,381,"{3: 1.0, 2: -1.0}"
27,4,diff,382,"{4: 1.0, 3: -1.0}"
27,5,diff,383,"{5: 1.0, 4: -1.0}"
27,6,diff,384,"{6: 1.0, 5: -1.0}"
27,7,diff,385,"{7: 1.0, 6: -1.0}"
27,8,diff,386,"{8: 1.0, 7: -1.0}"
27,9,diff,387,"{9: 1.0, 8: -1.0}"
27,10,diff,388,"{10: 1.0, 9: -1.0}"
27,11,diff,389,"{11: 1.0, 10: -1.0}"
27,12,diff,390,"{12: 1.0, 11: -1.0}"
27,13,diff,391,"{13: 1.0, 12: -1.0}"
27,1,level,379,{1: 1.0}
27,2,level,380,{2: 1.0}
27,3,level,381,{3: 1.0}
27,4,level,382,{4: 1.0}
27,5,level,383,{5: 1.0}
27,6,level,384,{6: 1.0}
27,7,level,385,{7: 1.0}
27,8,level,386,{8: 1.0}
27,9,level,387,{9: 1.0}
27,10,level,388,{10: 1.0}
27,11,level,389,{11: 1.0}
27,12,level,390,{12: 1.0}
27,13,level,391,{13: 1.0}
28,2,diff,394,"{2: 1.0, 1: -1.0}"
28,3,diff,395,"{3: 1.0, 2: -1.0}"
28,4,diff,396,"{4: 1.0, 3: -1.0}"
28,5,diff,397,"{5: 1.0, 4: -1.0}"
28,6,diff,398,"{6: 1.0, 5: -1.0}"
28,7,diff,399,"{7: 1.0, 6: -1.0}"
28,8,diff,400,"{8: 1.0, 7: -1.0}"
28,9,diff,401,"{9: 1.0, 8: -1.0}"
28,10,diff,402,"{10: 1.0, 9: -1.0}"
28,11,diff,403,"{11: 1.0, 10: -1.0}"
28,12,diff,404,"{12: 1.0, 11: -1.0}"
28,13,diff,405,"{13: 1.0, 12: -1.0}"
28,1,level,393,{1: 1.0}
28,2,level,394,{2: 1.0}
28,3,level,395,{3: 1.0}
28,4,level,396,{4: 1.0}
28,5,level,397,{5: 1.0}
28,6,level,398,{6: 1.0}
28,7,level,399,{7: 1.0}
28,8,level,400,{8: 1.0}
28,9,level,401,{9: 1.0}
28,10,level,402,{10: 1.0}
28,11,level,403,{11: 1.0}
28,12,level,404,{12: 1.0}
28,13,level,405,{13: 1.0}
29,2,diff,408,"{2: 1.0, 1: -1.0}"
29,3,diff,409,"{3: 1.0, 2: -1.0}"
29,4,diff,410,"{4: 1.0, 3: -1.0}"
29,5,diff,411,"{5: 1.0, 4: -1.0}"
29,6,diff,412,"{6: 1.0, 5: -1.0}"
29,7,diff,413,"{7: 1.0, 6: -1.0}"
29,8,diff,414,"{8: 1.0, 7: -1.0}"
29,9,diff,415,"{9: 1.0, 8: -1.0}"
29,10,diff,416,"{10: 1.0, 9: -1.0}"
29,11,diff,417,"{11: 1.0, 10: -1.0}"
29,12,diff,418,"{12: 1.0, 11: -1.0}"
29,13,diff,419,"{13: 1.0, 12: -1.0}"
29,1,level,407,{1: 1.0}
29,2,level,408,{2: 1.0}
29,3,level,409,{3: 1.0}
29,4,level,410,{4: 1.0}
29,5,level,411,{5: 1.0}
29,6,level,412,{6: 1.0}
29,7,level,413,{7: 1.0}
29,8,level,414,{8: 1.0}
29,9,level,415,{9: 1.0}
29,10,level,416,{10: 1.0}
29,11,level,417,{11: 1.0}
29,12,level,418,{12: 1.0}
29,13,level,419,{13: 1.0}
30,2,diff,422,"{2: 1.0, 1: -1.0}"
30,3,diff,423,"{3: 1.0, 2: -1.0}"
30,4,diff,424,"{4: 1.0, 3: -1.0}"
30,5,diff,425,"{5: 1.0, 4: -1.0}"
30,6,diff,426,"{6: 1.0, 5: -1.0}"
30,7,diff,427,"{7: 1.0, 6: -1.0}"
30,8,diff,428,"{8: 1.0, 7: -1.0}"
30,9,diff,429,"{9: 1.0, 8: -1.0}"
30,10,diff,430,"{10: 1.0, 9: -1.0}"
30,11,diff,431,"{11: 1.0, 10: -1.0}"
30,12,diff,432,"{12: 1.0, 11: -1.0}"
30,13,diff,433,"{13: 1.0, 12: -1.0}"
30,1,level,421,{1: 1.0}
30,2,level,422,{2: 1.0}
30,3,level,423,{3: 1.0}
30,4,level,424,{4: 1.0}
30,5,level,425,{5: 1.0}
30,6,level,426,{6: 1.0}
30,7,level,427,{7: 1.0}
30,8,level,428,{8: 1.0}
30,9,level,429,{9: 1.0}
30,10,level,430,{10: 1.0}
30,11,level,431,{11: 1.0}
30,12,level,432,{12: 1.0}
30,13,level,433,{13: 1.0}
31,2,diff,436,"{2: 1.0, 1: -1.0}"
31,3,diff,437,"{3: 1.0, 2: -1.0}"
31,4,diff,438,"{4: 1.0, 3: -1.0}"
31,5,diff,439,"{5: 1.0, 4: -1.0}"
31,6,diff,440,"{6: 1.0, 5: -1.0}"
31,7,diff,441,"{7: 1.0, 6: -1.0}"
31,8,diff,442,"{8: 1.0, 7: -1.0}"
31,9,diff,443,"{9: 1.0, 8: -1.0}"
31,10,diff,444,"{10: 1.0, 9: -1.0}"
31,11,diff,445,"{11: 1.0, 10: -1.0}"
31,12,diff,446,"{12: 1.0, 11: -1.0}"
31,13,diff,447,"{13: 1.0, 12: -1.0}"
31,1,level,435,{1: 1.0}
31,2,level,436,{2: 1.0}
31,3,level,437,{3: 1.0}
31,4,level,438,{4: 1.0}
31,5,level,439,{5: 1.0}
31,6,level,440,{6: 1.0}
31,7,level,441,{7: 1.0}
31,8,level,442,{8: 1.0}
31,9,level,443,{9: 1.0}
31,10,level,444,{10: 1.0}
31,11,level,445,{11: 1.0}
31,12,level,446,{12: 1.0}
31,13,level,447,{13: 1.0}
32,2,diff,450,"{2: 1.0, 1: -1.0}"
32,3,diff,451,"{3: 1.0, 2: -1.0}"
32,4,diff,452,"{4: 1.0, 3: -1.0}"
32,5,diff,453,"{5: 1.0, 4: -1.0}"
32,6,diff,454,"{6: 1.0, 5: -1.0}"
32,7,diff,455,"{7: 1.0, 6: -1.0}"
32,8,diff,456,"{8: 1.0, 7: -1.0}"
32,9,diff,457,"{9: 1.0, 8: -1.0}"
32,10,diff,458,"{10: 1.0, 9: -1.0}"
32,11,diff,459,"{11: 1.0, 10: -1.0}"
32,12,diff,460,"{12: 1.0, 11: -1.0}"
32,13,diff,461,"{13: 1.0, 12: -1.0}"
32,1,level,449,{1: 1.0}
32,2,level,450,{2: 1.0}
32,3,level,451,{3: 1.0}
32,4,level,452,{4: 1.0}
32,5,level,453,{5: 1.0}
32,6,level,454,{6: 1.0}
32,7,level,455,{7: 1.0}
32,8,level,456,{8: 1.0}
32,9,level,457,{9: 1.0}
32,10,level,458,{10: 1.0}
32,11,level,459,{11: 1.0}
32,12,level,460,{12: 1.0}
32,13,level,461,{13: 1.0}
33,2,diff,464,"{2: 1.0, 1: -1.0}"
33,3,diff,465,"{3: 1.0, 2: -1.0}"
33,4,diff,466,"{4: 1.0, 3: -1.0}"
33,5,diff,467,"{5: 1.0, 4: -1.0}"
33,6,diff,468,"{6: 1.0, 5: -1.0}"
33,7,diff,469,"{7: 1.0, 6: -1.0}"
33,8,diff,470,"{8: 1.0, 7: -1.0}"
33,9,diff,471,"{9: 1.0, 8: -1.0}"
33,10,diff,472,"{10: 1.0, 9: -1.0}"
33,11,diff,473,"{11: 1.0, 10: -1.0}"
33,12,diff,474,"{12: 1.0, 11: -1.0}"
33,13,diff,475,"{13: 1.0, 12: -1.0}"
33,1,level,463,{1: 1.0}
33,2,level,464,{2: 1.0}
33,3,level,465,{3: 1.0}
33,4,level,466,{4: 1.0}
33,5,level,467,{5: 1.0}
33,6,level,468,{6: 1.0}
33,7,level,469,{7: 1.0}
33,8,level,470,{8: 1.0}
33,9,level,471,{9: 1.0}
33,10,level,472,{10: 1.0}
33,11,level,473,{11: 1.0}
33,12,level,474,{12: 1.0}
33,13,level,475,{13: 1.0}
34,2,diff,478,"{2: 1.0, 1: -1.0}"
34,3,diff,479,"{3: 1.0, 2: -1.0}"
34,4,diff,480,"{4: 1.0, 3: -1.0}"
34,5,diff,481,"{5: 1.0, 4: -1.0}"
34,6,diff,482,"{6: 1.0, 5: -1.0}"
34,7,diff,483,"{7: 1.0, 6: -1.0}"
34,8,diff,484,"{8: 1.0, 7: -1.0}"
34,9,diff,485,"{9: 1.0, 8: -1.0}"
34,10,diff,486,"{10: 1.0, 9: -1.0}"
34,11,diff,487,"{11: 1.0, 10: -1.0}"
34,12,diff,488,"{12: 1.0, 11: -1.0}"
34,13,diff,489,"{13: 1.0, 12: -1.0}"
34,1,level,477,{1: 1.0}
34,2,level,478,{2: 1.0}
34,3,level,479,{3: 1.0}
34,4,level,480,{4: 1.0}
34,5,level,481,{5: 1.0}
34,6,level,482,{6: 1.0}
34,7,level,483,{7: 1.0}
34,8,level,484,{8: 1.0}
34,9,level,485,{9: 1.0}
34,10,level,486,{10: 1.0}
34,11,level,487,{11: 1.0}
34,12,level,488,{12: 1.0}
34,13,level,489,{13: 1.0}
35,2,diff,492,"{2: 1.0, 1: -1.0}"
35,3,diff,493,"{3: 1.0, 2: -1.0}"
35,4,diff,494,"{4: 1.0, 3: -1.0}"
35,5,diff,495,"{5: 1.0, 4: -1.0}"
35,6,diff,496,"{6: 1.0, 5: -1.0}"
35,7,diff,497,"{7: 1.0, 6: -1.0}"
35,8,diff,498,"{8: 1.0, 7: -1.0}"
35,9,diff,499,"{9: 1.0, 8: -1.0}"
35,10,diff,500,"{10: 1.0, 9: -1.0}"
35,11,diff,501,"{11: 1.0, 10: -1.0}"
35,12,diff,502,"{12: 1.0, 11: -1.0}"
35,13,diff,503,"{13: 1.0, 12: -1.0}"
35,1,level,491,{1: 1.0}
35,2,level,492,{2: 1.0}
35,3,level,493,{3: 1.0}
35,4,level,494,{4: 1.0}
35,5,level,495,{5: 1.0}
35,6,level,496,{6: 1.0}
35,7,level,497,{7: 1.0}
35,8,level,498,{8: 1.0}
35,9,level,499,{9: 1.0}
35,10,level,500,{10: 1.0}
35,11,level,501,{11: 1.0}
35,12,level,502,{12: 1.0}
35,13,level,503,{13: 1.0}
36,2,diff,506,"{2: 1.0, 1: -1.0}"
36,3,diff,507,"{3: 1.0, 2: -1.0}"
36,4,diff,508,"{4: 1.0, 3: -1.0}"
36,5,diff,509,"{5: 1.0, 4: -1.0}"
36,6,diff,510,"{6: 1.0, 5: -1.0}"
36,7,diff,511,"{7: 1.0, 6: -1.0}"
36,8,diff,512,"{8: 1.0, 7: -1.0}"
36,9,diff,513,"{9: 1.0, 8: -1.0}"
36,10,diff,514,"{10: 1.0, 9: -1.0}"
36,11,diff,515,"{11: 1.0, 10: -1.0}"
36,12,diff,516,"{12: 1.0, 11: -1.0}"
36,13,diff,517,"{13: 1.0, 12: -1.0}"
36,1,level,505,{1: 1.0}
36,2,level,506,{2: 1.0}
36,3,level,507,{3: 1.0}
36,4,level,508,{4: 1.0}
36,5,level,509,{5: 1.0}
36,6,level,510,{6: 1.0}
36,7,level,511,{7: 1.0}
36,8,level,512,{8: 1.0}
36,9,level,513,{9: 1.0}
36,10,level,514,{10: 1.0}
36,11,level,515,{11: 1.0}
36,12,level,516,{12: 1.0}
36,13,level,517,{13: 1.0}
37,2,diff,520,"{2: 1.0, 1: -1.0}"
37,3,diff,521,"{3: 1.0, 2: -1.0}"
37,4,diff,522,"{4: 1.0, 3: -1.0}"
37,5,diff,523,"{5: 1.0, 4: -1.0}"
37,6,diff,524,"{6: 1.0, 5: -1.0}"
37,7,diff,525,"{7: 1.0, 6: -1.0}"
37,8,diff,526,"{8: 1.0, 7: -1.0}"
37,9,diff,527,"{9: 1.0, 8: -1.0}"
37,10,diff,528,"{10: 1.0, 9: -1.0}"
37,11,diff,529,"{11: 1.0, 10: -1.0}"
37,12,diff,530,"{12: 1.0, 11: -1.0}"
37,13,diff,531,"{13: 1.0, 12: -1.0}"
37,1,level,519,{1: 1.0}
37,2,level,520,{2: 1.0}
37,3,level,521,{3: 1.0}
37,4,level,522,{4: 1.0}
37,5,level,523,{5: 1.0}
37,6,level,524,{6: 1.0}
37,7,level,525,{7: 1.0}
37,8,level,526,{8: 1.0}
37,9,level,527,{9: 1.0}
37,10,level,528,{10: 1.0}
37,11,level,529,{11: 1.0}
37,12,level,530,{12: 1.0}
37,13,level,531,{13: 1.0}
38,2,diff,534,"{2: 1.0, 1: -1.0}"
38,3,diff,535,"{3: 1.0, 2: -1.0}"
38,4,diff,536,"{4: 1.0, 3: -1.0}"
38,5,diff,537,"{5: 1.0, 4: -1.0}"
38,6,diff,538,"{6: 1.0, 5: -1.0}"
38,7,diff,539,"{7: 1.0, 6: -1.0}"
38,8,diff,540,"{8: 1.0, 7: -1.0}"
38,9,diff,541,"{9: 1.0, 8: -1.0}"
38,10,diff,542,"{10: 1.0, 9: -1.0}"
38,11,diff,543,"{11: 1.0, 10: -1.0}"
38,12,diff,544,"{12: 1.0, 11: -1.0}"
38,13,diff,545,"{13: 1.0, 12: -1.0}"
38,1,level,533,{1: 1.0}
38,2,level,534,{2: 1.0}
38,3,level,535,{3: 1.0}
38,4,level,536,{4: 1.0}
38,5,level,537,{5: 1.0}
38,6,level,538,{6: 1.0}
38,7,level,539,{7: 1.0}
38,8,level,540,{8: 1.0}
38,9,level,541,{9: 1.0}
38,10,level,542,{10: 1.0}
38,11,level,543,{11: 1.0}
38,12,level,544,{12: 1.0}
38,13,level,545,{13: 1.0}
39,2,diff,548,"{2: 1.0, 1: -1.0}"
39,3,diff,549,"{3: 1.0, 2: -1.0}"
39,4,diff,550,"{4: 1.0, 3: -1.0}"
39,5,diff,551,"{5: 1.0, 4: -1.0}"
39,6,diff,552,"{6: 1.0, 5: -1.0}"
39,7,diff,553,"{7: 1.0, 6: -1.0}"
39,8,diff,554,"{8: 1.0, 7: -1.0}"
39,9,diff,555,"{9: 1.0, 8: -1.0}"
39,10,diff,556,"{10: 1.0, 9: -1.0}"
39,11,diff,557,"{11: 1.0, 10: -1.0}"
39,12,diff,558,"{12: 1.0, 11: -1.0}"
39,13,diff,559,"{13: 1.0, 12: -1.0}"
39,1,level,547,{1: 1.0}
39,2,level,548,{2: 1.0}
39,3,level,549,{3: 1.0}
39,4,level,550,{4: 1.0}
39,5,level,551,{5: 1.0}
39,6,level,552,{6: 1.0}
39,7,level,553,{7: 1.0}
39,8,level,554,{8: 1.0}
39,9,level,555,{9: 1.0}
39,10,level,556,{10: 1.0}
39,11,level,557,{11: 1.0}
39,12,level,558,{12: 1.0}
39,13,level,559,{13: 1.0}
40,2,diff,562,"{2: 1.0, 1: -1.0}"
40,3,diff,563,"{3: 1.0, 2: -1.0}"
40,4,diff,564,"{4: 1.0, 3: -1.0}"
40,5,diff,565,"{5: 1.0, 4: -1.0}"
40,6,diff,566,"{6: 1.0, 5: -1.0}"
40,7,diff,567,"{7: 1.0, 6: -1.0}"
40,8,diff,568,"{8: 1.0, 7: -1.0}"
40,9,diff,569,"{9: 1.0, 8: -1.0}"
40,10,diff,570,"{10: 1.0, 9: -1.0}"
40,11,diff,571,"{11: 1.0, 10: -1.0}"
40,12,diff,572,"{12: 1.0, 11: -1.0}"
40,13,diff,573,"{13: 1.0, 12: -1.0}"
40,1,level,561,{1: 1.0}
40,2,level,562,{2: 1.0}
40,3,level,563,{3: 1.0}
40,4,level,564,{4: 1.0}
40,5,level,565,{5: 1.0}
40,6,level,566,{6: 1.0}
40,7,level,567,{7: 1.0}
40,8,level,568,{8: 1.0}
40,9,level,569,{9: 1.0}
40,10,level,570,{10: 1.0}
40,11,level,571,{11: 1.0}
40,12,level,572,{12: 1.0}
40,13,level,573,{13: 1.0}
41,2,diff,576,"{2: 1.0, 1: -1.0}"
41,3,diff,577,"{3: 1.0, 2: -1.0}"
41,4,diff,578,"{4: 1.0, 3: -1.0}"
41,5,diff,579,"{5: 1.0, 4: -1.0}"
41,6,diff,580,"{6: 1.0, 5: -1.0}"
41,7,diff,581,"{7: 1.0, 6: -1.0}"
41,8,diff,582,"{8: 1.0, 7: -1.0}"
41,9,diff,583,"{9: 1.0, 8: -1.0}"
41,10,diff,584,"{10: 1.0, 9: -1.0}"
41,11,diff,585,"{11: 1.0, 10: -1.0}"
41,12,diff,586,"{12: 1.0, 11: -1.0}"
41,13,diff,587,"{13: 1.0, 12: -1.0}"
41,1,level,575,{1: 1.0}
41,2,level,576,{2: 1.0}
41,3,level,577,{3: 1.0}
41,4,level,578,{4: 1.0}
41,5,level,579,{5: 1.0}
41,6,level,580,{6: 1.0}
41,7,level,581,{7: 1.0}
41,8,level,582,{8: 1.0}
41,9,level,583,{9: 1.0}
41,10,level,584,{10: 1.0}
41,11,level,585,{11: 1.0}
41,12,level,586,{12: 1.0}
41,13,level,587,{13: 1.0}
42,2,diff,590,"{2: 1.0, 1: -1.0}"
42,3,diff,591,"{3: 1.0, 2: -1.0}"
42,4,diff,592,"{4: 1.0, 3: -1.0}"
42,5,diff,593,"{5: 1.0, 4: -1.0}"
42,6,diff,594,"{6: 1.0, 5: -1.0}"
42,7,diff,595,"{7: 1.0, 6: -1.0}"
42,8,diff,596,"{8: 1.0, 7: -1.0}"
42,9,diff,597,"{9: 1.0, 8: -1.0}"
42,10,diff,598,"{10: 1.0, 9: -1.0}"
42,11,diff,599,"{11: 1.0, 10: -1.0}"
42,12,diff,600,"{12: 1.0, 11: -1.0}"
42,13,diff,601,"{13: 1.0, 12: -1.0}"
42,1,level,589,{1: 1.0}
42,2,level,590,{2: 1.0}
42,3,level,591,{3: 1.0}
42,4,level,592,{4: 1.0}
42,5,level,593,{5: 1.0}
42,6,level,594,{6: 1.0}
42,7,level,595,{7: 1.0}
42,8,level,596,{8: 1.0}
42,9,level,597,{9: 1.0}
42,10,level,598,{10: 1.0}
42,11,level,599,{11: 1.0}
42,12,level,600,{12: 1.0}
42,13,level,601,{13: 1.0}
43,2,diff,604,"{2: 1.0, 1: -1.0}"
43,3,diff,605,"{3: 1.0, 2: -1.0}"
43,4,diff,606,"{4: 1.0, 3: -1.0}"
43,5,diff,607,"{5: 1.0, 4: -1.0}"
43,6,diff,608,"{6: 1.0, 5: -1.0}"
43,7,diff,609,"{7: 1.0, 6: -1.0}"
43,8,diff,610,"{8: 1.0, 7: -1.0}"
43,9,diff,611,"{9: 1.0, 8: -1.0}"
43,10,diff,612,"{10: 1.0, 9: -1.0}"
43,11,diff,613,"{11: 1.0, 10: -1.0}"
43,12,diff,614,"{12: 1.0, 11: -1.0}"
43,13,diff,615,"{13: 1.0, 12: -1.0}"
43,1,level,603,{1: 1.0}
43,2,level,604,{2: 1.0}
43,3,level,605,{3: 1.0}
43,4,level,606,{4: 1.0}
43,5,level,607,{5: 1.0}
43,6,level,608,{6: 1.0}
43,7,level,609,{7: 1.0}
43,8,level,610,{8: 1.0}
43,9,level,611,{9: 1.0}
43,10,level,612,{10: 1.0}
43,11,level,613,{11: 1.0}
43,12,level,614,{12: 1.0}
43,13,level,615,{13: 1.0}
44,2,diff,618,"{2: 1.0, 1: -1.0}"
44,3,diff,619,"{3: 1.0, 2: -1.0}"
44,4,diff,620,"{4: 1.0, 3: -1.0}"
44,5,diff,621,"{5: 1.0, 4: -1.0}"
44,6,diff,622,"{6: 1.0, 5: -1.0}"
44,7,diff,623,"{7: 1.0, 6: -1.0}"
44,8,diff,624,"{8: 1.0, 7: -1.0}"
44,9,diff,625,"{9: 1.0, 8: -1.0}"
44,10,diff,626,"{10: 1.0, 9: -1.0}"
44,11,diff,627,"{11: 1.0, 10: -1.0}"
44,12,diff,628,"{12: 1.0, 11: -1.0}"
44,13,diff,629,"{13: 1.0, 12: -1.0}"
44,1,level,617,{1: 1.0}
44,2,level,618,{2: 1.0}
44,3,level,619,{3: 1.0}
44,4,level,620,{4: 1.0}
44,5,level,621,{5: 1.0}
44,6,level,622,{6: 1.0}
44,7,level,623,{7: 1.0}
44,8,level,624,{8: 1.0}
44,9,level,625,{9: 1.0}
44,10,level,626,{10: 1.0}
44,11,level,627,{11: 1.0}
44,12,level,628,{12: 1.0}
44,13,level,629,{13: 1.0}
45,2,diff,632,"{2: 1.0, 1: -1.0}"
45,3,diff,633,"{3: 1.0, 2: -1.0}"
45,4,diff,634,"{4: 1.0, 3: -1.0}"
45,5,diff,635,"{5: 1.0, 4: -1.0}"
45,6,diff,636,"{6: 1.0, 5: -1.0}"
45,7,diff,637,"{7: 1.0, 6: -1.0}"
45,8,diff,638,"{8: 1.0, 7: -1.0}"
45,9,diff,639,"{9: 1.0, 8: -1.0}"
45,10,diff,640,"{10: 1.0, 9: -1.0}"
45,11,diff,641,"{11: 1.0, 10: -1.0}"
45,12,diff,642,"{12: 1.0, 11: -1.0}"
45,13,diff,643,"{13: 1.0, 12: -1.0}"
45,1,level,631,{1: 1.0}
45,2,level,632,{2: 1.0}
45,3,level,633,{3: 1.0}
45,4,level,634,{4: 1.0}
45,5,level,635,{5: 1.0}
45,6,level,636,{6: 1.0}
45,7,level,637,{7: 1.0}
45,8,level,638,{8: 1.0}
45,9,level,639,{9: 1.0}
45,10,level,640,{10: 1.0}
45,11,level,641,{11: 1.0}
45,12,level,642,{12: 1.0}
45,13,level,643,{13: 1.0}
46,2,diff,646,"{2: 1.0, 1: -1.0}"
46,3,diff,647,"{3: 1.0, 2: -1.0}"
46,4,diff,648,"{4: 1.0, 3: -1.0}"
46,5,diff,649,"{5: 1.0, 4: -1.0}"
46,6,diff,650,"{6: 1.0, 5: -1.0}"
46,7,diff,651,"{7: 1.0, 6: -1.0}"
46,8,diff,652,"{8: 1.0, 7: -1.0}"
46,9,diff,653,"{9: 1.0, 8: -1.0}"
46,10,diff,654,"{10: 1.0, 9: -1.0}"
46,11,diff,655,"{11: 1.0, 10: -1.0}"
46,12,diff,656,"{12: 1.0, 11: -1.0}"
46,13,diff,657,"{13: 1.0, 12: -1.0}"
46,1,level,645,{1: 1.0}
46,2,level,646,{2: 1.0}
46,3,level,647,{3: 1.0}
46,4,level,648,{4: 1.0}
46,5,level,649,{5: 1.0}
46,6,level,650,{6: 1.0}
46,7,level,651,{7: 1.0}
46,8,level,652,{8: 1.0}
46,9,level,653,{9: 1.0}
46,10,level,654,{10: 1.0}
46,11,level,655,{11: 1.0}
46,12,level,656,{12: 1.0}
46,13,level,657,{13: 1.0}
47,2,diff,660,"{2: 1.0, 1: -1.0}"
47,3,diff,661,"{3: 1.0, 2: -1.0}"
47,4,diff,662,"{4: 1.0, 3: -1.0}"
47,5,diff,663,"{5: 1.0, 4: -1.0}"
47,6,diff,664,"{6: 1.0, 5: -1.0}"
47,7,diff,665,"{7: 1.0, 6: -1.0}"
47,8,diff,666,"{8: 1.0, 7: -1.0}"
47,9,diff,667,"{9: 1.0, 8: -1.0}"
47,10,diff,668,"{10: 1.0, 9: -1.0}"
47,11,diff,669,"{11: 1.0, 10: -1.0}"
47,12,diff,670,"{12: 1.0, 11: -1.0}"
47,13,diff,671,"{13: 1.0, 12: -1.0}"
47,1,level,659,{1: 1.0}
47,2,level,660,{2: 1.0}
47,3,level,661,{3: 1.0}
47,4,level,662,{4: 1.0}
47,5,level,663,{5: 1.0}
47,6,level,664,{6: 1.0}
47,7,level,665,{7: 1.0}
47,8,level,666,{8: 1.0}
47,9,level,667,{9: 1.0}
47,10,level,668,{10: 1.0}
47,11,level,669,{11: 1.0}
47,12,level,670,{12: 1.0}
47,13,level,671,{13: 1.0}
48,2,diff,674,"{2: 1.0, 1: -1.0}"
48,3,diff,675,"{3: 1.0, 2: -1.0}"
48,4,diff,676,"{4: 1.0, 3: -1.0}"
48,5,diff,677,"{5: 1.0, 4: -1.0}"
48,6,diff,678,"{6: 1.0, 5: -1.0}"
48,7,diff,679,"{7: 1.0, 6: -1.0}"
48,8,diff,680,"{8: 1.0, 7: -1.0}"
48,9,diff,681,"{9: 1.0, 8: -1.0}"
48,10,diff,682,"{10: 1.0, 9: -1.0}"
48,11,diff,683,"{11: 1.0, 10: -1.0}"
48,12,diff,684,"{12: 1.0, 11: -1.0}"
48,13,diff,685,"{13: 1.0, 12: -1.0}"
48,1,level,673,{1: 1.0}
48,2,level,674,{2: 1.0}
48,3,level,675,{3: 1.0}
48,4,level,676,{4: 1.0}
48,5,level,677,{5: 1.0}
48,6,level,678,{6: 1.0}
48,7,level,679,{7: 1.0}
48,8,level,680,{8: 1.0}
48,9,level,681,{9: 1.0}
48,10,level,682,{10: 1.0}
48,11,level,683,{11: 1.0}
48,12,level,684,{12: 1.0}
48,13,level,685,{13: 1.0}
49,2,diff,688,"{2: 1.0, 1: -1.0}"
49,3,diff,689,"{3: 1.0, 2: -1.0}"
49,4,diff,690,"{4: 1.0, 3: -1.0}"
49,5,diff,691,"{5: 1.0, 4: -1.0}"
49,6,diff,692,"{6: 1.0, 5: -1.0}"
49,7,diff,693,"{7: 1.0, 6: -1.0}"
49,8,diff,694,"{8: 1.0, 7: -1.0}"
49,9,diff,695,"{9: 1.0, 8: -1.0}"
49,10,diff,696,"{10: 1.0, 9: -1.0}"
49,11,diff,697,"{11: 1.0, 10: -1.0}"
49,12,diff,698,"{12: 1.0, 11: -1.0}"
49,13,diff,699,"{13: 1.0, 12: -1.0}"
49,1,level,687,{1: 1.0}
49,2,level,688,{2: 1.0}
49,3,level,689,{3: 1.0}
49,4,level,690,{4: 1.0}
49,5,level,691,{5: 1.0}
49,6,level,692,{6: 1.0}
49,7,level,693,{7: 1.0}
49,8,level,694,{8: 1.0}
49,9,level,695,{9: 1.0}
49,10,level,696,{10: 1.0}
49,11,level,697,{11: 1.0}
49,12,level,698,{12: 1.0}
49,13,level,699,{13: 1.0}
50,2,diff,702,"{2: 1.0, 1: -1.0}"
