entity,time,equation,original_index,error_terms
74,13,level,1049,{13: 1.0}
75,2,diff,1052,"{2: 1.0, 1: -1.0}"
75,3,diff,1053,"{3: 1.0, 2: -1.0}"
75,4,diff,1054,"{4: 1.0, 3: -1.0}"
75,5,diff,1055,"{5: 1.0, 4: -1.0}"
75,6,diff,1056,"{6: 1.0, 5: -1.0}"
75,7,diff,1057,"{7: 1.0, 6: -1.0}"
75,8,diff,1058,"{8: 1.0, 7: -1.0}"
75,9,diff,1059,"{9: 1.0, 8: -1.0}"
75,10,diff,1060,"{10: 1.0, 9: -1.0}"
75,11,diff,1061,"{11: 1.0, 10: -1.0}"
75,12,diff,1062,"{12: 1.0, 11: -1.0}"
75,13,diff,1063,"{13: 1.0, 12: -1.0}"
75,1,level,1051,{1: 1.0}
75,2,level,1052,{2: 1.0}
75,3,level,1053,{3: 1.0}
75,4,level,1054,{4: 1.0}
75,5,level,1055,{5: 1.0}
75,6,level,1056,{6: 1.0}
75,7,level,1057,{7: 1.0}
75,8,level,1058,{8: 1.0}
75,9,level,1059,{9: 1.0}
75,10,level,1060,{10: 1.0}
75,11,level,1061,{11: 1.0}
75,12,level,1062,{12: 1.0}
75,13,level,1063,{13: 1.0}
76,2,diff,1066,"{2: 1.0, 1: -1.0}"
76,3,diff,1067,"{3: 1.0, 2: -1.0}"
76,4,diff,1068,"{4: 1.0, 3: -1.0}"
76,5,diff,1069,"{5: 1.0, 4: -1.0}"
76,6,diff,1070,"{6: 1.0, 5: -1.0}"
76,7,diff,1071,"{7: 1.0, 6: -1.0}"
76,8,diff,1072,"{8: 1.0, 7: -1.0}"
76,9,diff,1073,"{9: 1.0, 8: -1.0}"
76,10,diff,1074,"{10: 1.0, 9: -1.0}"
76,11,diff,1075,"{11: 1.0, 10: -1.0}"
76,12,diff,1076,"{12: 1.0, 11: -1.0}"
76,13,diff,1077,"{13: 1.0, 12: -1.0}"
76,1,level,1065,{1: 1.0}
76,2,level,1066,{2: 1.0}
76,3,level,1067,{3: 1.0}
76,4,level,1068,{4: 1.0}
76,5,level,1069,{5: 1.0}
76,6,level,1070,{6: 1.0}
76,7,level,1071,{7: 1.0}
76,8,level,1072,{8: 1.0}
76,9,level,1073,{9: 1.0}
76,10,level,1074,{10: 1.0}
76,11,level,1075,{11: 1.0}
76,12,level,1076,{12: 1.0}
76,13,level,1077,{13: 1.0}
77,2,diff,1080,"{2: 1.0, 1: -1.0}"
77,3,diff,1081,"{3: 1.0, 2: -1.0}"
77,4,diff,1082,"{4: 1.0, 3: -1.0}"
77,5,diff,1083,"{5: 1.0, 4: -1.0}"
77,6,diff,1084,"{6: 1.0, 5: -1.0}"
77,7,diff,1085,"{7: 1.0, 6: -1.0}"
77,8,diff,1086,"{8: 1.0, 7: -1.0}"
77,9,diff,1087,"{9: 1.0, 8: -1.0}"
77,10,diff,1088,"{10: 1.0, 9: -1.0}"
77,11,diff,1089,"{11: 1.0, 10: -1.0}"
77,12,diff,1090,"{12: 1.0, 11: -1.0}"
77,13,diff,1091,"{13: 1.0, 12: -1.0}"
77,1,level,1079,{1: 1.0}
77,2,level,1080,{2: 1.0}
77,3,level,1081,{3: 1.0}
77,4,level,1082,{4: 1.0}
77,5,level,1083,{5: 1.0}
77,6,level,1084,{6: 1.0}
77,7,level,1085,{7: 1.0}
77,8,level,1086,{8: 1.0}
77,9,level,1087,{9: 1.0}
77,10,level,1088,{10: 1.0}
77,11,level,1089,{11: 1.0}
77,12,level,1090,{12: 1.0}
77,13,level,1091,{13: 1.0}
78,2,diff,1094,"{2: 1.0, 1: -1.0}"
78,3,diff,1095,"{3: 1.0, 2: -1.0}"
78,4,diff,1096,"{4: 1.0, 3: -1.0}"
78,5,diff,1097,"{5: 1.0, 4: -1.0}"
78,6,diff,1098,"{6: 1.0, 5: -1.0}"
78,7,diff,1099,"{7: 1.0, 6: -1.0}"
78,8,diff,1100,"{8: 1.0, 7: -1.0}"
78,9,diff,1101,"{9: 1.0, 8: -1.0}"
78,10,diff,1102,"{10: 1.0, 9: -1.0}"
78,11,diff,1103,"{11: 1.0, 10: -1.0}"
78,12,diff,1104,"{12: 1.0, 11: -1.0}"
78,13,diff,1105,"{13: 1.0, 12: -1.0}"
78,1,level,1093,{1: 1.0}
78,2,level,1094,{2: 1.0}
78,3,level,1095,{3: 1.0}
78,4,level,1096,{4: 1.0}
78,5,level,1097,{5: 1.0}
78,6,level,1098,{6: 1.0}
78,7,level,1099,{7: 1.0}
78,8,level,1100,{8: 1.0}
78,9,level,1101,{9: 1.0}
78,10,level,1102,{10: 1.0}
78,11,level,1103,{11: 1.0}
78,12,level,1104,{12: 1.0}
78,13,level,1105,{13: 1.0}
79,2,diff,1108,"{2: 1.0, 1: -1.0}"
79,3,diff,1109,"{3: 1.0, 2: -1.0}"
79,4,diff,1110,"{4: 1.0, 3: -1.0}"
79,5,diff,1111,"{5: 1.0, 4: -1.0}"
79,6,diff,1112,"{6: 1.0, 5: -1.0}"
79,7,diff,1113,"{7: 1.0, 6: -1.0}"
79,8,diff,1114,"{8: 1.0, 7: -1.0}"
79,9,diff,1115,"{9: 1.0, 8: -1.0}"
79,10,diff,1116,"{10: 1.0, 9: -1.0}"
79,11,diff,1117,"{11: 1.0, 10: -1.0}"
79,12,diff,1118,"{12: 1.0, 11: -1.0}"
79,13,diff,1119,"{13: 1.0, 12: -1.0}"
79,1,level,1107,{1: 1.0}
79,2,level,1108,{2: 1.0}
79,3,level,1109,{3: 1.0}
79,4,level,1110,{4: 1.0}
79,5,level,1111,{5: 1.0}
79,6,level,1112,{6: 1.0}
79,7,level,1113,{7: 1.0}
79,8,level,1114,{8: 1.0}
79,9,level,1115,{9: 1.0}
79,10,level,1116,{10: 1.0}
79,11,level,1117,{11: 1.0}
79,12,level,1118,{12: 1.0}
79,13,level,1119,{13: 1.0}
80,2,diff,1122,"{2: 1.0, 1: -1.0}"
80,3,diff,1123,"{3: 1.0, 2: -1.0}"
80,4,diff,1124,"{4: 1.0, 3: -1.0}"
80,5,diff,1125,"{5: 1.0, 4: -1.0}"
80,6,diff,1126,"{6: 1.0, 5: -1.0}"
80,7,diff,1127,"{7: 1.0, 6: -1.0}"
80,8,diff,1128,"{8: 1.0, 7: -1.0}"
80,9,diff,1129,"{9: 1.0, 8: -1.0}"
80,10,diff,1130,"{10: 1.0, 9: -1.0}"
80,11,diff,1131,"{11: 1.0, 10: -1.0}"
80,12,diff,1132,"{12: 1.0, 11: -1.0}"
80,13,diff,1133,"{13: 1.0, 12: -1.0}"
80,1,level,1121,{1: 1.0}
80,2,level,1122,{2: 1.0}
80,3,level,1123,{3: 1.0}
80,4,level,1124,{4: 1.0}
80,5,level,1125,{5: 1.0}
80,6,level,1126,{6: 1.0}
80,7,level,1127,{7: 1.0}
80,8,level,1128,{8: 1.0}
80,9,level,1129,{9: 1.0}
80,10,level,1130,{10: 1.0}
80,11,level,1131,{11: 1.0}
80,12,level,1132,{12: 1.0}
80,13,level,1133,{13: 1.0}
81,2,diff,1136,"{2: 1.0, 1: -1.0}"
81,3,diff,1137,"{3: 1.0, 2: -1.0}"
81,4,diff,1138,"{4: 1.0, 3: -1.0}"
81,5,diff,1139,"{5: 1.0, 4: -1.0}"
81,6,diff,1140,"{6: 1.0, 5: -1.0}"
81,7,diff,1141,"{7: 1.0, 6: -1.0}"
81,8,diff,1142,"{8: 1.0, 7: -1.0}"
81,9,diff,1143,"{9: 1.0, 8: -1.0}"
81,10,diff,1144,"{10: 1.0, 9: -1.0}"
81,11,diff,1145,"{11: 1.0, 10: -1.0}"
81,12,diff,1146,"{12: 1.0, 11: -1.0}"
81,13,diff,1147,"{13: 1.0, 12: -1.0}"
81,1,level,1135,{1: 1.0}
81,2,level,1136,{2: 1.0}
81,3,level,1137,{3: 1.0}
81,4,level,1138,{4: 1.0}
81,5,level,1139,{5: 1.0}
81,6,level,1140,{6: 1.0}
81,7,level,1141,{7: 1.0}
81,8,level,1142,{8: 1.0}
81,9,level,1143,{9: 1.0}
81,10,level,1144,{10: 1.0}
81,11,level,1145,{11: 1.0}
81,12,level,1146,{12: 1.0}
81,13,level,1147,{13: 1.0}
82,2,diff,1150,"{2: 1.0, 1: -1.0}"
82,3,diff,1151,"{3: 1.0, 2: -1.0}"
82,4,diff,1152,"{4: 1.0, 3: -1.0}"
82,5,diff,1153,"{5: 1.0, 4: -1.0}"
82,6,diff,1154,"{6: 1.0, 5: -1.0}"
82,7,diff,1155,"{7: 1.0, 6: -1.0}"
82,8,diff,1156,"{8: 1.0, 7: -1.0}"
82,9,diff,1157,"{9: 1.0, 8: -1.0}"
82,10,diff,1158,"{10: 1.0, 9: -1.0}"
82,11,diff,1159,"{11: 1.0, 10: -1.0}"
82,12,diff,1160,"{12: 1.0, 11: -1.0}"
82,13,diff,1161,"{13: 1.0, 12: -1.0}"
82,1,level,1149,{1: 1.0}
82,2,level,1150,{2: 1.0}
82,3,level,1151,{3: 1.0}
82,4,level,1152,{4: 1.0}
82,5,level,1153,{5: 1.0}
82,6,level,1154,{6: 1.0}
82,7,level,1155,{7: 1.0}
82,8,level,1156,{8: 1.0}
82,9,level,1157,{9: 1.0}
82,10,level,1158,{10: 1.0}
82,11,level,1159,{11: 1.0}
82,12,level,1160,{12: 1.0}
82,13,level,1161,{13: 1.0}
83,2,diff,1164,"{2: 1.0, 1: -1.0}"
83,3,diff,1165,"{3: 1.0, 2: -1.0}"
83,4,diff,1166,"{4: 1.0, 3: -1.0}"
83,5,diff,1167,"{5: 1.0, 4: -1.0}"
83,6,diff,1168,"{6: 1.0, 5: -1.0}"
83,7,diff,1169,"{7: 1.0, 6: -1.0}"
83,8,diff,1170,"{8: 1.0, 7: -1.0}"
83,9,diff,1171,"{9: 1.0, 8: -1.0}"
83,10,diff,1172,"{10: 1.0, 9: -1.0}"
83,11,diff,1173,"{11: 1.0, 10: -1.0}"
83,12,diff,1174,"{12: 1.0, 11: -1.0}"
83,13,diff,1175,"{13: 1.0, 12: -1.0}"
83,1,level,1163,{1: 1.0}
83,2,level,1164,{2: 1.0}
83,3,level,1165,{3: 1.0}
83,4,level,1166,{4: 1.0}
83,5,level,1167,{5: 1.0}
83,6,level,1168,{6: 1.0}
83,7,level,1169,{7: 1.0}
83,8,level,1170,{8: 1.0}
83,9,level,1171,{9: 1.0}
83,10,level,1172,{10: 1.0}
83,11,level,1173,{11: 1.0}
83,12,level,1174,{12: 1.0}
83,13,level,1175,{13: 1.0}
84,2,diff,1178,"{2: 1.0, 1: -1.0}"
84,3,diff,1179,"{3: 1.0, 2: -1.0}"
84,4,diff,1180,"{4: 1.0, 3: -1.0}"
84,5,diff,1181,"{5: 1.0, 4: -1.0}"
84,6,diff,1182,"{6: 1.0, 5: -1.0}"
84,7,diff,1183,"{7: 1.0, 6: -1.0}"
84,8,diff,1184,"{8: 1.0, 7: -1.0}"
84,9,diff,1185,"{9: 1.0, 8: -1.0}"
84,10,diff,1186,"{10: 1.0, 9: -1.0}"
84,11,diff,1187,"{11: 1.0, 10: -1.0}"
84,12,diff,1188,"{12: 1.0, 11: -1.0}"
84,13,diff,1189,"{13: 1.0, 12: -1.0}"
84,1,level,1177,{1: 1.0}
84,2,level,1178,{2: 1.0}
84,3,level,1179,{3: 1.0}
84,4,level,1180,{4: 1.0}
84,5,level,1181,{5: 1.0}
84,6,level,1182,{6: 1.0}
84,7,level,1183,{7: 1.0}
84,8,level,1184,{8: 1.0}
84,9,level,1185,{9: 1.0}
84,10,level,1186,{10: 1.0}
84,11,level,1187,{11: 1.0}
84,12,level,1188,{12: 1.0}
84,13,level,1189,{13: 1.0}
85,2,diff,1192,"{2: 1.0, 1: -1.0}"
85,3,diff,1193,"{3: 1.0, 2: -1.0}"
85,4,diff,1194,"{4: 1.0, 3: -1.0}"
85,5,diff,1195,"{5: 1.0, 4: -1.0}"
85,6,diff,1196,"{6: 1.0, 5: -1.0}"
85,7,diff,1197,"{7: 1.0, 6: -1.0}"
85,8,diff,1198,"{8: 1.0, 7: -1.0}"
85,9,diff,1199,"{9: 1.0, 8: -1.0}"
85,10,diff,1200,"{10: 1.0, 9: -1.0}"
85,11,diff,1201,"{11: 1.0, 10: -1.0}"
85,12,diff,1202,"{12: 1.0, 11: -1.0}"
85,13,diff,1203,"{13: 1.0, 12: -1.0}"
85,1,level,1191,{1: 1.0}
85,2,level,1192,{2: 1.0}
85,3,level,1193,{3: 1.0}
85,4,level,1194,{4: 1.0}
85,5,level,1195,{5: 1.0}
85,6,level,1196,{6: 1.0}
85,7,level,1197,{7: 1.0}
85,8,level,1198,{8: 1.0}
85,9,level,1199,{9: 1.0}
85,10,level,1200,{10: 1.0}
85,11,level,1201,{11: 1.0}
85,12,level,1202,{12: 1.0}
85,13,level,1203,{13: 1.0}
86,2,diff,1206,"{2: 1.0, 1: -1.0}"
86,3,diff,1207,"{3: 1.0, 2: -1.0}"
86,4,diff,1208,"{4: 1.0, 3: -1.0}"
86,5,diff,1209,"{5: 1.0, 4: -1.0}"
86,6,diff,1210,"{6: 1.0, 5: -1.0}"
86,7,diff,1211,"{7: 1.0, 6: -1.0}"
86,8,diff,1212,"{8: 1.0, 7: -1.0}"
86,9,diff,1213,"{9: 1.0, 8: -1.0}"
86,10,diff,1214,"{10: 1.0, 9: -1.0}"
86,11,diff,1215,"{11: 1.0, 10: -1.0}"
86,12,diff,1216,"{12: 1.0, 11: -1.0}"
86,13,diff,1217,"{13: 1.0, 12: -1.0}"
86,1,level,1205,{1: 1.0}
86,2,level,1206,{2: 1.0}
86,3,level,1207,{3: 1.0}
86,4,level,1208,{4: 1.0}
86,5,level,1209,{5: 1.0}
86,6,level,1210,{6: 1.0}
86,7,level,1211,{7: 1.0}
86,8,level,1212,{8: 1.0}
86,9,level,1213,{9: 1.0}
86,10,level,1214,{10: 1.0}
86,11,level,1215,{11: 1.0}
86,12,level,1216,{12: 1.0}
86,13,level,1217,{13: 1.0}
87,2,diff,1220,"{2: 1.0, 1: -1.0}"
87,3,diff,1221,"{3: 1.0, 2: -1.0}"
87,4,diff,1222,"{4: 1.0, 3: -1.0}"
87,5,diff,1223,"{5: 1.0, 4: -1.0}"
87,6,diff,1224,"{6: 1.0, 5: -1.0}"
87,7,diff,1225,"{7: 1.0, 6: -1.0}"
87,8,diff,1226,"{8: 1.0, 7: -1.0}"
87,9,diff,1227,"{9: 1.0, 8: -1.0}"
87,10,diff,1228,"{10: 1.0, 9: -1.0}"
87,11,diff,1229,"{11: 1.0, 10: -1.0}"
87,12,diff,1230,"{12: 1.0, 11: -1.0}"
87,13,diff,1231,"{13: 1.0, 12: -1.0}"
87,1,level,1219,{1: 1.0}
87,2,level,1220,{2: 1.0}
87,3,level,1221,{3: 1.0}
87,4,level,1222,{4: 1.0}
87,5,level,1223,{5: 1.0}
87,6,level,1224,{6: 1.0}
87,7,level,1225,{7: 1.0}
87,8,level,1226,{8: 1.0}
87,9,level,1227,{9: 1.0}
87,10,level,1228,{10: 1.0}
87,11,level,1229,{11: 1.0}
87,12,level,1230,{12: 1.0}
87,13,level,1231,{13: 1.0}
88,2,diff,1234,"{2: 1.0, 1: -1.0}"
88,3,diff,1235,"{3: 1.0, 2: -1.0}"
88,4,diff,1236,"{4: 1.0, 3: -1.0}"
88,5,diff,1237,"{5: 1.0, 4: -1.0}"
88,6,diff,1238,"{6: 1.0, 5: -1.0}"
88,7,diff,1239,"{7: 1.0, 6: -1.0}"
88,8,diff,1240,"{8: 1.0, 7: -1.0}"
88,9,diff,1241,"{9: 1.0, 8: -1.0}"
88,10,diff,1242,"{10: 1.0, 9: -1.0}"
88,11,diff,1243,"{11: 1.0, 10: -1.0}"
88,12,diff,1244,"{12: 1.0, 11: -1.0}"
88,13,diff,1245,"{13: 1.0, 12: -1.0}"
88,1,level,1233,{1: 1.0}
88,2,level,1234,{2: 1.0}
88,3,level,1235,{3: 1.0}
88,4,level,1236,{4: 1.0}
88,5,level,1237,{5: 1.0}
88,6,level,1238,{6: 1.0}
88,7,level,1239,{7: 1.0}
88,8,level,1240,{8: 1.0}
88,9,level,1241,{9: 1.0}
88,10,level,1242,{10: 1.0}
88,11,level,1243,{11: 1.0}
88,12,level,1244,{12: 1.0}
88,13,level,1245,{13: 1.0}
89,2,diff,1248,"{2: 1.0, 1: -1.0}"
89,3,diff,1249,"{3: 1.0, 2: -1.0}"
89,4,diff,1250,"{4: 1.0, 3: -1.0}"
89,5,diff,1251,"{5: 1.0, 4: -1.0}"
89,6,diff,1252,"{6: 1.0, 5: -1.0}"
89,7,diff,1253,"{7: 1.0, 6: -1.0}"
89,8,diff,1254,"{8: 1.0, 7: -1.0}"
89,9,diff,1255,"{9: 1.0, 8: -1.0}"
89,10,diff,1256,"{10: 1.0, 9: -1.0}"
89,11,diff,1257,"{11: 1.0, 10: -1.0}"
89,12,diff,1258,"{12: 1.0, 11: -1.0}"
89,13,diff,1259,"{13: 1.0, 12: -1.0}"
89,1,level,1247,{1: 1.0}
89,2,level,1248,{2: 1.0}
89,3,level,1249,{3: 1.0}
89,4,level,1250,{4: 1.0}
89,5,level,1251,{5: 1.0}
89,6,level,1252,{6: 1.0}
89,7,level,1253,{7: 1.0}
89,8,level,1254,{8: 1.0}
89,9,level,1255,{9: 1.0}
89,10,level,1256,{10: 1.0}
89,11,level,1257,{11: 1.0}
89,12,level,1258,{12: 1.0}
89,13,level,1259,{13: 1.0}
90,2,diff,1262,"{2: 1.0, 1: -1.0}"
90,3,diff,1263,"{3: 1.0, 2: -1.0}"
90,4,diff,1264,"{4: 1.0, 3: -1.0}"
90,5,diff,1265,"{5: 1.0, 4: -1.0}"
90,6,diff,1266,"{6: 1.0, 5: -1.0}"
90,7,diff,1267,"{7: 1.0, 6: -1.0}"
90,8,diff,1268,"{8: 1.0, 7: -1.0}"
90,9,diff,1269,"{9: 1.0, 8: -1.0}"
90,10,diff,1270,"{10: 1.0, 9: -1.0}"
90,11,diff,1271,"{11: 1.0, 10: -1.0}"
90,12,diff,1272,"{12: 1.0, 11: -1.0}"
90,13,diff,1273,"{13: 1.0, 12: -1.0}"
90,1,level,1261,{1: 1.0}
90,2,level,1262,{2: 1.0}
90,3,level,1263,{3: 1.0}
90,4,level,1264,{4: 1.0}
90,5,level,1265,{5: 1.0}
90,6,level,1266,{6: 1.0}
90,7,level,1267,{7: 1.0}
90,8,level,1268,{8: 1.0}
90,9,level,1269,{9: 1.0}
90,10,level,1270,{10: 1.0}
90,11,level,1271,{11: 1.0}
90,12,level,1272,{12: 1.0}
90,13,level,1273,{13: 1.0}
91,2,diff,1276,"{2: 1.0, 1: -1.0}"
91,3,diff,1277,"{3: 1.0, 2: -1.0}"
91,4,diff,1278,"{4: 1.0, 3: -1.0}"
91,5,diff,1279,"{5: 1.0, 4: -1.0}"
91,6,diff,1280,"{6: 1.0, 5: -1.0}"
91,7,diff,1281,"{7: 1.0, 6: -1.0}"
91,8,diff,1282,"{8: 1.0, 7: -1.0}"
91,9,diff,1283,"{9: 1.0, 8: -1.0}"
91,10,diff,1284,"{10: 1.0, 9: -1.0}"
91,11,diff,1285,"{11: 1.0, 10: -1.0}"
91,12,diff,1286,"{12: 1.0, 11: -1.0}"
91,13,diff,1287,"{13: 1.0, 12: -1.0}"
91,1,level,1275,{1: 1.0}
91,2,level,1276,{2: 1.0}
91,3,level,1277,{3: 1.0}
91,4,level,1278,{4: 1.0}
91,5,level,1279,{5: 1.0}
91,6,level,1280,{6: 1.0}
91,7,level,1281,{7: 1.0}
91,8,level,1282,{8: 1.0}
91,9,level,1283,{9: 1.0}
91,10,level,1284,{10: 1.0}
91,11,level,1285,{11: 1.0}
91,12,level,1286,{12: 1.0}
91,13,level,1287,{13: 1.0}
92,2,diff,1290,"{2: 1.0, 1: -1.0}"
92,3,diff,1291,"{3: 1.0, 2: -1.0}"
92,4,diff,1292,"{4: 1.0, 3: -1.0}"
92,5,diff,1293,"{5: 1.0, 4: -1.0}"
92,6,diff,1294,"{6: 1.0, 5: -1.0}"
92,7,diff,1295,"{7: 1.0, 6: -1.0}"
92,8,diff,1296,"{8: 1.0, 7: -1.0}"
92,9,diff,1297,"{9: 1.0, 8: -1.0}"
92,10,diff,1298,"{10: 1.0, 9: -1.0}"
92,11,diff,1299,"{11: 1.0, 10: -1.0}"
92,12,diff,1300,"{12: 1.0, 11: -1.0}"
92,13,diff,1301,"{13: 1.0, 12: -1.0}"
92,1,level,1289,{1: 1.0}
92,2,level,1290,{2: 1.0}
92,3,level,1291,{3: 1.0}
92,4,level,1292,{4: 1.0}
92,5,level,1293,{5: 1.0}
92,6,level,1294,{6: 1.0}
92,7,level,1295,{7: 1.0}
92,8,level,1296,{8: 1.0}
92,9,level,1297,{9: 1.0}
92,10,level,1298,{10: 1.0}
92,11,level,1299,{11: 1.0}
92,12,level,1300,{12: 1.0}
92,13,level,1301,{13: 1.0}
93,2,diff,1304,"{2: 1.0, 1: -1.0}"
93,3,diff,1305,"{3: 1.0, 2: -1.0}"
93,4,diff,1306,"{4: 1.0, 3: -1.0}"
93,5,diff,1307,"{5: 1.0, 4: -1.0}"
93,6,diff,1308,"{6: 1.0, 5: -1.0}"
93,7,diff,1309,"{7: 1.0, 6: -1.0}"
93,8,diff,1310,"{8: 1.0, 7: -1.0}"
93,9,diff,1311,"{9: 1.0, 8: -1.0}"
93,10,diff,1312,"{10: 1.0, 9: -1.0}"
93,11,diff,1313,"{11: 1.0, 10: -1.0}"
93,12,diff,1314,"{12: 1.0, 11: -1.0}"
93,13,diff,1315,"{13: 1.0, 12: -1.0}"
93,1,level,1303,{1: 1.0}
93,2,level,1304,{2: 1.0}
93,3,level,1305,{3: 1.0}
93,4,level,1306,{4: 1.0}
93,5,level,1307,{5: 1.0}
93,6,level,1308,{6: 1.0}
93,7,level,1309,{7: 1.0}
93,8,level,1310,{8: 1.0}
93,9,level,1311,{9: 1.0}
93,10,level,1312,{10: 1.0}
93,11,level,1313,{11: 1.0}
93,12,level,1314,{12: 1.0}
93,13,level,1315,{13: 1.0}
94,2,diff,1318,"{2: 1.0, 1: -1.0}"
94,3,diff,1319,"{3: 1.0, 2: -1.0}"
94,4,diff,1320,"{4: 1.0, 3: -1.0}"
94,5,diff,1321,"{5: 1.0, 4: -1.0}"
94,6,diff,1322,"{6: 1.0, 5: -1.0}"
94,7,diff,1323,"{7: 1.0, 6: -1.0}"
94,8,diff,1324,"{8: 1.0, 7: -1.0}"
94,9,diff,1325,"{9: 1.0, 8: -1.0}"
94,10,diff,1326,"{10: 1.0, 9: -1.0}"
94,11,diff,1327,"{11: 1.0, 10: -1.0}"
94,12,diff,1328,"{12: 1.0, 11: -1.0}"
94,13,diff,1329,"{13: 1.0, 12: -1.0}"
94,1,level,1317,{1: 1.0}
94,2,level,1318,{2: 1.0}
94,3,level,1319,{3: 1.0}
94,4,level,1320,{4: 1.0}
94,5,level,1321,{5: 1.0}
94,6,level,1322,{6: 1.0}
94,7,level,1323,{7: 1.0}
94,8,level,1324,{8: 1.0}
94,9,level,1325,{9: 1.0}
94,10,level,1326,{10: 1.0}
94,11,level,1327,{11: 1.0}
94,12,level,1328,{12: 1.0}
94,13,level,1329,{13: 1.0}
95,2,diff,1332,"{2: 1.0, 1: -1.0}"
95,3,diff,1333,"{3: 1.0, 2: -1.0}"
95,4,diff,1334,"{4: 1.0, 3: -1.0}"
95,5,diff,1335,"{5: 1.0, 4: -1.0}"
95,6,diff,1336,"{6: 1.0, 5: -1.0}"
95,7,diff,1337,"{7: 1.0, 6: -1.0}"
95,8,diff,1338,"{8: 1.0, 7: -1.0}"
95,9,diff,1339,"{9: 1.0, 8: -1.0}"
95,10,diff,1340,"{10: 1.0, 9: -1.0}"
95,11,diff,1341,"{11: 1.0, 10: -1.0}"
95,12,diff,1342,"{12: 1.0, 11: -1.0}"
95,13,diff,1343,"{13: 1.0, 12: -1.0}"
95,1,level,1331,{1: 1.0}
95,2,level,1332,{2: 1.0}
95,3,level,1333,{3: 1.0}
95,4,level,1334,{4: 1.0}
95,5,level,1335,{5: 1.0}
95,6,level,1336,{6: 1.0}
95,7,level,1337,{7: 1.0}
95,8,level,1338,{8: 1.0}
95,9,level,1339,{9: 1.0}
95,10,level,1340,{10: 1.0}
95,11,level,1341,{11: 1.0}
95,12,level,1342,{12: 1.0}
95,13,level,1343,{13: 1.0}
