0,1,2,3,4,5,6,7
6.473921344753858e-11,-5.019118746920487e-12,6.335718229352402e-11,4.50587895852372e-11,-2.301092294682873e-11,-3.947581251142508e-11,3.092897292444885e-11,4.512190938271189e-11
-5.019118746920487e-12,1.945894779944307e-12,-1.9099358332136818e-11,-1.2777640633120178e-11,1.168333330336382e-13,1.8177316666841484e-11,-2.1415906225588817e-12,-1.8162598961163172e-11
6.335718126353196e-11,-1.9099358332136818e-11,4.141916007220636e-10,9.358624584922953e-11,-1.3990240205468546e-10,-2.8807969052781213e-10,8.612111989259735e-11,1.3853150213332527e-10
4.505878854169261e-11,-1.2777640633120178e-11,9.35862374466627e-11,6.93614438454504e-10,2.777440728579314e-11,-7.555564374562944e-11,-1.2454151772367528e-10,5.769218228146578e-10
-2.301092294682873e-11,1.168333330336382e-13,-1.399024041146696e-10,2.7774402081622712e-11,1.3147832399629938e-10,1.3115738128812587e-10,-2.241511875200261e-11,-1.690121562261714e-11
-3.9475811454327964e-11,1.8177316666841484e-11,-2.8807969052781213e-10,-7.555564997979193e-11,1.3115737911972153e-10,3.8810967504035454e-10,9.013733851112246e-11,-1.562374447481793e-10
3.0928971894456786e-11,-2.1415906225588817e-12,8.612112195258148e-11,-1.2454151045952072e-10,-2.241511875200261e-11,9.01373375353405e-11,2.493385988129593e-10,-1.2266286456615733e-10
4.5121908325614773e-11,-1.816259791761858e-11,1.3853149280918658e-10,5.76921825416743e-10,-1.690120937490212e-11,-1.5623743954400887e-10,-1.2266287183031188e-10,5.457046273193988e-10
