compatibility_source,spec,native_spec,stata_spec,same_spec_id,native_params_path,stata_params_path,native_diagnostics_path,stata_diagnostics_path,sample_gate_applies,native_sample_path,stata_sample_path,certification_registry_path,certification_registry_sha256,comparator_provenance_path,comparator_provenance_sha256,comparator_id,comparator_sha256,text_digest_algorithm,provenance_attestation_kind,provenance_source_log_sha256,data_sha256,do_file_sha256,builder_sha256,runner_sha256,support_files_sha256,native_params_sha256,stata_params_sha256,native_diagnostics_sha256,stata_diagnostics_sha256,native_sample_sha256,stata_sample_sha256,stata_output_hashes_match_provenance,stata_export_provenance_embedded,stata_export_provenance_matches_attestation,comparator_provenance_mode,expected_stata_version,stata_version,expected_xtabond2_e_version,xtabond2_e_version,expected_xtabond2_ado_header,xtabond2_ado_header,xtabond2_ado_sha256,stata_reported_date,stata_reported_time,native_nobs,stata_nobs,native_n_groups,stata_n_groups,native_n_instruments,stata_n_instruments,native_overid_df,stata_hansen_df,stata_sargan_df,native_hansen,stata_hansen,native_hansen_p,stata_hansen_p,native_sargan,stata_sargan,native_sargan_p,stata_sargan_p,native_ar1_z,stata_ar1_z,native_ar1_p,stata_ar1_p,native_ar2_z,stata_ar2_z,native_ar2_p,stata_ar2_p,native_sample_count,stata_sample_count,same_sample_keys,expected_parameter_count,native_parameter_count,stata_parameter_count,expected_parameters,native_parameters,stata_parameters,parameter_set_complete,parameters_finite,standard_errors_positive,max_abs_coef_diff,coef_tol,max_rel_se_diff,se_rel_tol,parameter_status,same_nobs,same_stata_version,same_xtabond2_e_version,same_xtabond2_ado_header,same_n_groups,same_instrument_count,same_overid_df,stata_hansen_reject_005,stata_sargan_reject_005,abs_hansen_diff,abs_hansen_p_diff,abs_sargan_diff,abs_sargan_p_diff,abs_ar1_z_diff,abs_ar1_p_diff,abs_ar2_z_diff,abs_ar2_p_diff,count_status,sample_status,comparator_status,overid_status,ar_status,diagnostic_status,status
artifacts/parity/xtabond2/diagnostic_parity_certificate.csv,system_gmm_baseline_controls,system_gmm_baseline_controls,system_gmm_baseline_controls,True,artifacts/parity/xtabond2/specs/system_gmm_baseline_controls/windmeijer/native_params.csv,artifacts/parity/xtabond2/xtabond2_system_gmm_params.csv,artifacts/parity/xtabond2/specs/system_gmm_baseline_controls/windmeijer/native_diagnostics.csv,artifacts/parity/xtabond2/xtabond2_system_gmm_diagnostics.csv,False,,,artifacts/parity/xtabond2/system_gmm_certification_specs.json,371f034566e6646639f047f8651fe894e89b23c80d10305f6781161a45aa4765,artifacts/parity/xtabond2/xtabond2_comparator_provenance.json,16925cf905723db3396e5af6ce2798b26bee418abd52a4e174328d73dc733e21,systemgmmkit.xtabond2-parity-comparator-v3,127b9f4e12887fae32e867421cf17b894354bbfc501a7f129dfe3946d73a1ba9,sha256-lf-v1,historical-log-derived,cdfbadc9dabf67747db99c54bc56e6859ba2e64dbdc2a2e0f18ac0ace809433e,4689b5e2bc59b33bb68930313a89f44b31447e21a7db6f5d5fb42b1eb3c7781f,8cf191df31468c7d8f1dcb52bae2471b37fc9e84569208b93d96ee1439ec93f2,0e51951ee6a7274fa9c4d21b1f8137ac58616abc207080f858cd84c83cef1a08,66e2f5df7965efc4946dd59c6607d36c82c8f8ef646e4eb2ac1d7c6bfb280403,,3d46fb5f67e96ba651aa99e37cdd38a9e21cf39881f3a1d71dddb301b5318d6d,91564089e8eb30f194d53ae908b99567b15dd9698604f2a560d4e3653c6f6c39,44ee457174533d49d247864183bec179814eaef2a6978d83013c4dff4d03bd38,58ca029f1d639b961ff74444104b5a370256f46064ed9cd941f6e6a06e161a1c,,,True,True,True,embedded-export-plus-attestation,17.0,17.0,03.07.00,03.07.00,*! xtabond2 3.7.2 9 February 2025,*! xtabond2 3.7.2 9 February 2025,96a18e5a541b223ed20edf9301eddc4f6688d15cd38385325d910da13abfa66e,31 Jul 2024,08:06:18,1248,1248,96,96,8,8,4,4,4,6.577371443370622,6.577371443370416,0.1599801723460966,0.1599801723461093,8.101914706118762,8.101914706118501,0.0879154648526461,0.0879154648526554,-1.7512516905030484,-1.751556229776131,0.0799025651631852,0.0798501445028922,-0.1664920609195291,-0.1665994031545328,0.8677697304478248,0.8676852633490683,0,0,True,4,4,4,L1.y;_con;w;x,L1.y;_con;w;x,L1.y;_con;w;x,True,True,True,2.3092638912203256e-14,1e-06,5.780825471487439e-07,1e-06,PASS_PARAMETER_PARITY,True,True,True,True,True,True,True,False,False,2.0605739337042905e-13,1.2712053631958042e-14,2.611244553918368e-13,9.298117831235686e-15,0.0003045392730824,5.24206602929983e-05,0.0001073422350037,8.446709875653546e-05,PASS,NOT_APPLICABLE,PASS,PASS,PASS,PASS_DIAGNOSTIC_PARITY,PASS_XTABOND2_PARITY
