parm,estimate,stderr,dof,t,p,min95,max95
L.y,.6177402971652279,.0654891120194985,95,9.432717563513526,2.69599241815e-15,.4877279718098345,.7477526225206214
x,1.841295542935252,.6198128483102185,95,2.970728257658959,.003762384419183,.6108114638417883,3.071779622028716
w,-.4025232692599282,.0388874081849961,95,-10.35099246895125,2.94425875139e-17,-.4797245353829197,-.3253220031369366
_cons,.0782609756604648,.0811514510622778,95,.9643817163590239,.3373030731187431,-.0828450239968497,.2393669753177792
