model,term,coefficient,std_error,t_value,p_value
System GMM,x_pred,0.055876845217179394,0.13790656684733435,0.4051790026724131,0.6853459381033751
System GMM,x_exog,0.24235432851169003,0.019690992950326305,12.307877470834903,8.215541560256749e-35
System GMM,L1_y,0.9292107947791619,0.04229323731394189,21.97067081627372,5.495096260289242e-107
System GMM,const,0.12949623064982596,0.03508658065506743,3.69076234366894,0.00022358296072823145
