model,term_norm,term_sgk_raw,sgk_coefficient,sgk_std_error,sgk_stat,sgk_p_value,term_stata_raw,stata_coefficient,stata_std_error,stata_stat,stata_p_value,_merge,coef_diff,abs_coef_diff,se_diff,abs_se_diff,p_diff,abs_p_diff
Difference GMM,L1_y,L1_y,0.7113802428597236,0.2649486704351936,2.6849738165933803,0.0072535488425632,l1_y,0.733183220972359,0.3111350374421719,2.3564791255907,0.0184491045214512,both,-0.0218029781126354,0.0218029781126354,-0.0461863670069783,0.0461863670069783,-0.0111955556788879,0.0111955556788879
Difference GMM,x_exog,x_exog,0.2509995927449737,0.0447060622863673,5.614441977402993,1.9719758388715976e-08,x_exog,0.2535230964039004,0.0519268014604792,4.88231682432536,1.04846619643e-06,both,-0.0025235036589267,0.0025235036589267,-0.0072207391741118,0.0072207391741118,-1.028746438041284e-06,1.028746438041284e-06
Difference GMM,x_pred,x_pred,0.265652910481588,0.2231645590310391,1.190390228784667,0.2338930517454893,x_pred,0.2486761463195476,0.2546396861718789,0.9765804775289192,0.3287768879745338,both,0.0169767641620404,0.0169767641620404,-0.0314751271408397,0.0314751271408397,-0.0948838362290445,0.0948838362290445
System GMM,L1_y,L1_y,0.9292107947791666,0.0422932373139422,21.970670816273667,5.495096260295658e-107,l1_y,0.929210792468204,0.0422930627627494,21.97076143860236,5.4841436748e-107,both,2.310962532448002e-09,2.310962532448002e-09,1.7455119280529455e-07,1.7455119280529455e-07,1.0952585495658266e-109,1.0952585495658266e-109
System GMM,const,const,0.1294962306498237,0.0350865806550682,3.6907623436687897,0.0002235829607283,const,0.1294962326408661,0.0350864364304821,3.69077757148239,0.0002235695749064,both,-1.991042386517705e-09,1.991042386517705e-09,1.4422458610025004e-07,1.4422458610025004e-07,1.3385821899996935e-08,1.3385821899996935e-08
System GMM,x_exog,x_exog,0.2423543285116905,0.0196909929503262,12.30787747083499,8.215541560247814e-35,x_exog,0.2423543265525582,0.0196909117074162,12.30792815252326,8.21038504766e-35,both,1.9591323008327773e-09,1.9591323008327773e-09,8.124291000013996e-08,8.124291000013996e-08,5.156512587815233e-38,5.156512587815233e-38
System GMM,x_pred,x_pred,0.0558768452171638,0.1379065668473367,0.4051790026722933,0.685345938103463,x_pred,0.0558768701385088,0.1379059953120166,0.4051808626019898,0.6853445710441475,both,-2.492134499459953e-08,2.492134499459953e-08,5.715353200985707e-07,5.715353200985707e-07,1.367059315526831e-06,1.367059315526831e-06
