model,term,coefficient,std_error,t_value,p_value
pooled_dynamic_ols,Intercept,0.5369873688294166,0.0074799835239425915,71.7899133214104,0.0
pooled_dynamic_ols,z_L1_sensor_mean_z,0.031536049573340934,0.012385272686951831,2.5462539558426425,0.01088859410884836
pooled_dynamic_ols,z_Fc,0.024420861728819753,0.012076140810524747,2.022240557806032,0.043151506181188716
pooled_dynamic_ols,z_hs,-0.20712888727120513,0.006023328684325522,-34.387777610445795,3.840406302944761e-259
unit_fe_dynamic_ols,Intercept,0.49517907058110505,0.008634016230104024,57.35211254926481,0.0
unit_fe_dynamic_ols,C(unit)[T.2],0.15335777036561557,0.014884562945052174,10.303142318101703,6.819650342474722e-25
unit_fe_dynamic_ols,C(unit)[T.3],-0.004766305474087596,0.019703226657153478,-0.24190481879053727,0.8088539161582922
unit_fe_dynamic_ols,C(unit)[T.4],0.04065991948858796,0.022216411142685088,1.8301749651394765,0.06722378004839825
unit_fe_dynamic_ols,C(unit)[T.5],0.06512947978424916,0.015661828961407286,4.158484934597126,3.203653571543877e-05
unit_fe_dynamic_ols,C(unit)[T.6],0.02583681491134613,0.018726180766297514,1.37971619700724,0.16767404391160867
unit_fe_dynamic_ols,z_L1_sensor_mean_z,0.02812541645010793,0.012118992831646533,2.320771770461284,0.020299164847460135
unit_fe_dynamic_ols,z_Fc,-0.01166427768669038,0.01277730147042023,-0.9128905437265821,0.3613001114053448
unit_fe_dynamic_ols,z_hs,-0.20936120749116235,0.005553064775401454,-37.701920643637145,0.0
