model,N,N_g,k_instruments,k_params,overid_df,overid_df_source,hansen_p,sargan_p,ar1_p,ar2_p
m_var,1248,96,24,4,20,2,.0068044714,1.0534690e-09,4.7984731e-06,.7351954
