param,native_coef,native_std_err,native_z,native_p_value,covariance_type
L1.y,0.6178050442319769,0.06759159099071596,9.14026486396563,6.229955819467713e-20,robust-clustered-two-step-windmeijer
x,1.5280483616707352,0.6871520402498997,2.223741286011496,0.026165855753944037,robust-clustered-two-step-windmeijer
_con,0.08958837126122807,0.08293574130451506,1.0802142701333861,0.28004677522785404,robust-clustered-two-step-windmeijer
