parm,estimate,stderr,dof,t,p,min95,max95
L.y,.617805054510262,.067617660739039,95,9.136741019400164,1.15703151640e-14,.4835670256733903,.7520430833471338
x,1.528048512953117,.6874171026757686,95,2.22288404958968,.0285951811973429,.1633530200392044,2.89274400586703
_cons,.0895883667040414,.0829677235250712,95,1.079797816520415,.28296601885912,-.0751233896826732,.2543001230907559
