spec,status,n_params_native,n_params_stata,max_abs_coef_diff,mean_abs_coef_diff,max_rel_se_diff,mean_rel_se_diff
system_gmm_no_controls,COMPARISON_GENERATED,3,3,8.881784197001252e-16,5.088522196198634e-16,5.462174733571304e-07,5.462174719507418e-07
