param,native_coef,native_std_err,native_z,native_p_value,covariance_type
L1.y,0.5504283707914427,0.03865418248054849,14.239814050353504,5.1864876592315716e-46,robust-clustered-two-step-windmeijer
x_long,0.4704243361026901,0.05306377147833258,8.865263870186412,7.632310190592235e-19,robust-clustered-two-step-windmeijer
x_short,0.5151314241267071,0.2731697817991416,1.8857555207386627,0.059327907308308205,robust-clustered-two-step-windmeijer
w,-0.28438043070508273,0.02129208769034851,-13.356155339994658,1.0905290665263e-40,robust-clustered-two-step-windmeijer
c1,0.16181617407994736,0.020869653039330093,7.753659046223492,8.928184485985122e-15,robust-clustered-two-step-windmeijer
_con,0.2051780365225368,0.10219810456216577,2.0076501164239273,0.04468048496028353,robust-clustered-two-step-windmeijer
