spec,stata_nobs,stata_n_groups,stata_n_instruments,stata_hansen,stata_hansen_p,stata_hansen_df,stata_sargan,stata_sargan_p,stata_sargan_df,stata_ar1_z,stata_ar1_p,stata_ar2_z,stata_ar2_p,stata_reported_date,stata_reported_time,stata_version,xtabond2_e_version,xtabond2_ado_header
system_gmm_decomposition_controls,1248,96,12,17.93511601834507,.006396405639291,6,32.55119414102533,.000012790481435,6,-1.849236822946874,.0644236237847616,-1.431456186629839,.1522995152502274,31 Jul 2024,08:06:23,17,03.07.00,*! xtabond2 3.7.2 9 February 2025
