parm,estimate,stderr,dof,t,p,min95,max95
L.y,.6049762956055798,.0792960818790324,95,7.629334025967158,1.80397888308e-11,.4475536694811764,.7623989217299831
x_long,.5132748079098748,.0730756207877753,95,7.023885700547335,3.22497951755e-10,.3682013584091564,.6583482574105932
x_short,.8191858486425273,.3970546560303931,95,2.063156384646001,.0418260182767949,.0309326943116582,1.607439002973396
w,-.2885215541693803,.0330269651684761,95,-8.735939033380262,8.28916468384e-14,-.3540883699128386,-.222954738425922
c1,.1737248640076731,.0277062765215233,95,6.270234972668271,1.05758245342e-08,.1187209507399181,.228728777275428
_cons,.1539506656997998,.0914450327065687,95,1.683532294135656,.0955555295518071,-.0275906772465091,.3354920086461086
