model,term,coefficient,std_error,t_value,p_value
System GMM,x_pred,0.0558768452171793,0.1379065668473343,0.4051790026724131,0.6853459381033751
System GMM,x_exog,0.24235432851169,0.0196909929503263,12.307877470834905,8.215541560256749e-35
System GMM,L1_y,0.929210794779162,0.0422932373139418,21.97067081627372,5.495096260289242e-107
System GMM,const,0.1294962306498259,0.0350865806550674,3.69076234366894,0.0002235829607282
