"model","software","language","term","coefficient","std_error","statistic","p_value","term_norm"
"Pooled OLS","R plm","R","(Intercept)",0.114799704676456,0.0202169748620361,5.67838192706219,1.74842916596835e-08,"const"
"Pooled OLS","R plm","R","L1_y",0.967551611584065,0.0106426024014392,90.9130657228373,0,"L1_y"
"Pooled OLS","R plm","R","x_pred",0.23614395314742,0.0218819207525132,10.7917378834442,7.50464498769366e-26,"x_pred"
"Pooled OLS","R plm","R","x_exog",0.231979107826893,0.0190864652916757,12.1541157192719,6.0776605594986e-32,"x_exog"
