model,term,coefficient,std_error,z_value,p_value
System GMM,x_pred,.0571006094722246,.1381075678228567,.4134502574505154,.6792767595608228
System GMM,x_exog,.2340863512395059,.0193349779756542,12.10688481436376,9.71127739357e-34
System GMM,l1_y,.9288159506867745,.0421415621742433,22.04037778301588,1.1814742220e-107
System GMM,const,.1299016133317665,.0363212009554335,3.576468010822579,.0003482679118498
