model,term,coefficient,std_error,z_value,p_value
Difference GMM,x_pred,.2571764295855787,.2490944372503356,1.032445495067884,.3018634686054683
Difference GMM,x_exog,.2576747551359756,.0547840342016704,4.703464410587688,2.55783699536e-06
Difference GMM,l1_y,.7223067674825752,.3049232256719818,2.368815185825135,.0178451681250636
