model_checked,model,term,coef,std_err,z,p_value
system_gmm,system_gmm,x_pred,0.055876845217169624,0.13790656684733657,0.4051790026723357,0.6853459381034319
system_gmm,system_gmm,x_exog,0.2423543285116902,0.01969099295032627,12.307877470834933,8.215541560253457e-35
system_gmm,system_gmm,L1_y,0.9292107947791655,0.042293237313942265,21.97067081627361,5.495096260302545e-107
system_gmm,system_gmm,_con,0.1294962306498233,0.03508658065506766,3.69076234366884,0.00022358296072831917
